RT,expName,currWordCategory,currWordNumber,currImageCategory,currImageNumber,pressedKeyNum,pressedKeyName,error,currTrial,fileName,sid,CongruentOrNot,errorCount,trimData,outlier,
835.4809,Experiment4Metamer_ResponseGroup1.m,1,14,1,18,20,q,0,31,Data_5_1_20141021T144621.mat,9,1,0,835.4809,0,
731.4319,Experiment4Metamer_ResponseGroup1.m,1,1,1,7,20,q,0,32,Data_5_1_20141021T144621.mat,9,1,0,731.4319,0,
730.0764,Experiment4Metamer_ResponseGroup1.m,2,16,2,10,19,p,0,33,Data_5_1_20141021T144621.mat,9,1,0,730.0764,0,
747.3566,Experiment4Metamer_ResponseGroup1.m,2,9,2,14,19,p,0,34,Data_5_1_20141021T144621.mat,9,1,0,747.3566,0,
909.0945,Experiment4Metamer_ResponseGroup1.m,1,7,2,11,20,q,0,35,Data_5_1_20141021T144621.mat,9,2,0,909.0945,0,
665.9047,Experiment4Metamer_ResponseGroup1.m,1,16,2,4,20,q,0,36,Data_5_1_20141021T144621.mat,9,2,0,665.9047,0,
679.2111,Experiment4Metamer_ResponseGroup1.m,1,1,2,4,20,q,0,37,Data_5_1_20141021T144621.mat,9,2,0,679.2111,0,
833.3847,Experiment4Metamer_ResponseGroup1.m,2,8,1,10,19,p,0,38,Data_5_1_20141021T144621.mat,9,2,0,833.3847,0,
958.784,Experiment4Metamer_ResponseGroup1.m,1,9,1,7,20,q,0,39,Data_5_1_20141021T144621.mat,9,1,0,958.784,0,
766.5783,Experiment4Metamer_ResponseGroup1.m,2,11,1,1,19,p,0,40,Data_5_1_20141021T144621.mat,9,2,0,766.5783,0,
835.9797,Experiment4Metamer_ResponseGroup1.m,2,11,1,7,19,p,0,41,Data_5_1_20141021T144621.mat,9,2,0,835.9797,0,
696.4272,Experiment4Metamer_ResponseGroup1.m,1,12,2,8,20,q,0,42,Data_5_1_20141021T144621.mat,9,2,0,696.4272,0,
1007.9587,Experiment4Metamer_ResponseGroup1.m,2,11,2,11,19,p,0,43,Data_5_1_20141021T144621.mat,9,1,0,1007.9587,0,
723.1605,Experiment4Metamer_ResponseGroup1.m,2,11,1,15,19,p,0,44,Data_5_1_20141021T144621.mat,9,2,0,723.1605,0,
787.8056,Experiment4Metamer_ResponseGroup1.m,2,1,2,18,19,p,0,45,Data_5_1_20141021T144621.mat,9,1,0,787.8056,0,
915.6666,Experiment4Metamer_ResponseGroup1.m,2,6,1,16,19,p,0,46,Data_5_1_20141021T144621.mat,9,2,0,915.6666,0,
792.0241,Experiment4Metamer_ResponseGroup1.m,1,2,1,5,20,q,0,47,Data_5_1_20141021T144621.mat,9,1,0,792.0241,0,
833.4592,Experiment4Metamer_ResponseGroup1.m,1,5,2,17,20,q,0,48,Data_5_1_20141021T144621.mat,9,2,0,833.4592,0,
857.913,Experiment4Metamer_ResponseGroup1.m,2,11,1,20,19,p,0,49,Data_5_1_20141021T144621.mat,9,2,0,857.913,0,
846.675,Experiment4Metamer_ResponseGroup1.m,2,15,2,7,19,p,0,52,Data_5_1_20141021T144621.mat,9,1,0,846.675,0,
848.983,Experiment4Metamer_ResponseGroup1.m,2,14,2,4,19,p,0,54,Data_5_1_20141021T144621.mat,9,1,0,848.983,0,
966.9068,Experiment4Metamer_ResponseGroup1.m,1,8,1,11,20,q,0,55,Data_5_1_20141021T144621.mat,9,1,0,966.9068,0,
859.1058,Experiment4Metamer_ResponseGroup1.m,2,11,2,13,19,p,0,56,Data_5_1_20141021T144621.mat,9,1,0,859.1058,0,
1026.1631,Experiment4Metamer_ResponseGroup1.m,1,12,1,7,20,q,0,57,Data_5_1_20141021T144621.mat,9,1,0,1026.1631,0,
775.7458,Experiment4Metamer_ResponseGroup1.m,1,2,2,16,20,q,0,58,Data_5_1_20141021T144621.mat,9,2,0,775.7458,0,
882.6342,Experiment4Metamer_ResponseGroup1.m,1,15,1,4,20,q,0,59,Data_5_1_20141021T144621.mat,9,1,0,882.6342,0,
784.8921,Experiment4Metamer_ResponseGroup1.m,2,12,2,4,19,p,0,60,Data_5_1_20141021T144621.mat,9,1,0,784.8921,0,
725.2979,Experiment4Metamer_ResponseGroup1.m,1,14,2,14,20,q,0,61,Data_5_1_20141021T144621.mat,9,2,0,725.2979,0,
780.5176,Experiment4Metamer_ResponseGroup1.m,2,19,2,7,19,p,0,62,Data_5_1_20141021T144621.mat,9,1,0,780.5176,0,
547.7456,Experiment4Metamer_ResponseGroup1.m,1,15,2,3,20,q,0,63,Data_5_1_20141021T144621.mat,9,2,0,547.7456,0,
951.3204,Experiment4Metamer_ResponseGroup1.m,1,6,2,18,20,q,0,64,Data_5_1_20141021T144621.mat,9,2,0,951.3204,0,
732.9061,Experiment4Metamer_ResponseGroup1.m,1,13,2,5,20,q,0,65,Data_5_1_20141021T144621.mat,9,2,0,732.9061,0,
988.0317,Experiment4Metamer_ResponseGroup1.m,1,18,1,12,20,q,0,66,Data_5_1_20141021T144621.mat,9,1,0,988.0317,0,
635.6802,Experiment4Metamer_ResponseGroup1.m,1,18,2,5,20,q,0,67,Data_5_1_20141021T144621.mat,9,2,0,635.6802,0,
892.0867,Experiment4Metamer_ResponseGroup1.m,1,4,2,12,20,q,0,68,Data_5_1_20141021T144621.mat,9,2,0,892.0867,0,
654.7202,Experiment4Metamer_ResponseGroup1.m,2,18,1,11,19,p,0,69,Data_5_1_20141021T144621.mat,9,2,0,654.7202,0,
828.7156,Experiment4Metamer_ResponseGroup1.m,1,10,1,4,20,q,0,70,Data_5_1_20141021T144621.mat,9,1,0,828.7156,0,
979.858,Experiment4Metamer_ResponseGroup1.m,1,17,2,5,20,q,0,71,Data_5_1_20141021T144621.mat,9,2,0,979.858,0,
745.3031,Experiment4Metamer_ResponseGroup1.m,2,16,2,15,19,p,0,72,Data_5_1_20141021T144621.mat,9,1,0,745.3031,0,
706.8788,Experiment4Metamer_ResponseGroup1.m,2,10,2,7,19,p,0,74,Data_5_1_20141021T144621.mat,9,1,0,706.8788,0,
735.9059,Experiment4Metamer_ResponseGroup1.m,2,15,1,9,19,p,0,75,Data_5_1_20141021T144621.mat,9,2,0,735.9059,0,
833.3354,Experiment4Metamer_ResponseGroup1.m,1,1,2,3,20,q,0,76,Data_5_1_20141021T144621.mat,9,2,0,833.3354,0,
703.4734,Experiment4Metamer_ResponseGroup1.m,2,13,1,14,19,p,0,77,Data_5_1_20141021T144621.mat,9,2,0,703.4734,0,
682.498,Experiment4Metamer_ResponseGroup1.m,2,14,2,5,19,p,0,78,Data_5_1_20141021T144621.mat,9,1,0,682.498,0,
853.2697,Experiment4Metamer_ResponseGroup1.m,1,4,2,5,20,q,0,79,Data_5_1_20141021T144621.mat,9,2,0,853.2697,0,
863.2527,Experiment4Metamer_ResponseGroup1.m,1,1,2,11,20,q,0,80,Data_5_1_20141021T144621.mat,9,2,0,863.2527,0,
1044.4668,Experiment4Metamer_ResponseGroup1.m,1,2,2,8,20,q,0,81,Data_5_1_20141021T144621.mat,9,2,0,1044.4668,0,
708.394,Experiment4Metamer_ResponseGroup1.m,1,14,1,17,20,q,0,82,Data_5_1_20141021T144621.mat,9,1,0,708.394,0,
1063.9268,Experiment4Metamer_ResponseGroup1.m,2,4,2,17,19,p,0,83,Data_5_1_20141021T144621.mat,9,1,0,1063.9268,0,
865.2313,Experiment4Metamer_ResponseGroup1.m,1,6,1,2,20,q,0,84,Data_5_1_20141021T144621.mat,9,1,0,865.2313,0,
752.5755,Experiment4Metamer_ResponseGroup1.m,1,13,1,17,20,q,0,85,Data_5_1_20141021T144621.mat,9,1,0,752.5755,0,
856.7741,Experiment4Metamer_ResponseGroup1.m,2,12,2,18,19,p,0,86,Data_5_1_20141021T144621.mat,9,1,0,856.7741,0,
795.2517,Experiment4Metamer_ResponseGroup1.m,2,14,2,1,19,p,0,87,Data_5_1_20141021T144621.mat,9,1,0,795.2517,0,
933.6708,Experiment4Metamer_ResponseGroup1.m,1,7,2,18,20,q,0,88,Data_5_1_20141021T144621.mat,9,2,0,933.6708,0,
679.6652,Experiment4Metamer_ResponseGroup1.m,1,7,2,8,20,q,0,89,Data_5_1_20141021T144621.mat,9,2,0,679.6652,0,
928.3832,Experiment4Metamer_ResponseGroup1.m,2,7,1,15,19,p,0,90,Data_5_1_20141021T144621.mat,9,2,0,928.3832,0,
879.2733,Experiment4Metamer_ResponseGroup1.m,1,2,1,5,20,q,0,91,Data_5_1_20141021T144621.mat,9,1,0,879.2733,0,
944.1159,Experiment4Metamer_ResponseGroup1.m,2,5,2,16,19,p,0,92,Data_5_1_20141021T144621.mat,9,1,0,944.1159,0,
768.6706,Experiment4Metamer_ResponseGroup1.m,2,7,2,4,19,p,0,93,Data_5_1_20141021T144621.mat,9,1,0,768.6706,0,
691.5894,Experiment4Metamer_ResponseGroup1.m,1,2,1,14,20,q,0,94,Data_5_1_20141021T144621.mat,9,1,0,691.5894,0,
707.2336,Experiment4Metamer_ResponseGroup1.m,1,10,2,2,20,q,0,96,Data_5_1_20141021T144621.mat,9,2,0,707.2336,0,
851.4119,Experiment4Metamer_ResponseGroup1.m,2,15,1,11,19,p,0,97,Data_5_1_20141021T144621.mat,9,2,0,851.4119,0,
760.4969,Experiment4Metamer_ResponseGroup1.m,1,15,2,19,20,q,0,98,Data_5_1_20141021T144621.mat,9,2,0,760.4969,0,
796.8274,Experiment4Metamer_ResponseGroup1.m,1,10,2,14,20,q,0,99,Data_5_1_20141021T144621.mat,9,2,0,796.8274,0,
716.5669,Experiment4Metamer_ResponseGroup1.m,2,10,1,14,19,p,0,100,Data_5_1_20141021T144621.mat,9,2,0,716.5669,0,
976.2362,Experiment4Metamer_ResponseGroup1.m,2,18,1,15,19,p,0,101,Data_5_1_20141021T144621.mat,9,2,0,976.2362,0,
805.3718,Experiment4Metamer_ResponseGroup1.m,2,7,2,2,19,p,0,102,Data_5_1_20141021T144621.mat,9,1,0,805.3718,0,
673.7126,Experiment4Metamer_ResponseGroup1.m,2,10,2,5,19,p,0,103,Data_5_1_20141021T144621.mat,9,1,0,673.7126,0,
975.1917,Experiment4Metamer_ResponseGroup1.m,1,15,1,8,20,q,0,104,Data_5_1_20141021T144621.mat,9,1,0,975.1917,0,
823.86,Experiment4Metamer_ResponseGroup1.m,2,17,1,6,19,p,0,105,Data_5_1_20141021T144621.mat,9,2,0,823.86,0,
958.573,Experiment4Metamer_ResponseGroup1.m,1,19,2,12,20,q,0,106,Data_5_1_20141021T144621.mat,9,2,0,958.573,0,
675.8846,Experiment4Metamer_ResponseGroup1.m,2,6,2,14,19,p,0,107,Data_5_1_20141021T144621.mat,9,1,0,675.8846,0,
805.4376,Experiment4Metamer_ResponseGroup1.m,1,16,1,19,20,q,0,108,Data_5_1_20141021T144621.mat,9,1,0,805.4376,0,
885.4092,Experiment4Metamer_ResponseGroup1.m,2,9,1,16,19,p,0,109,Data_5_1_20141021T144621.mat,9,2,0,885.4092,0,
915.2486,Experiment4Metamer_ResponseGroup1.m,1,3,2,9,20,q,0,110,Data_5_1_20141021T144621.mat,9,2,0,915.2486,0,
776.8351,Experiment4Metamer_ResponseGroup1.m,2,10,2,2,19,p,0,111,Data_5_1_20141021T144621.mat,9,1,0,776.8351,0,
737.7799,Experiment4Metamer_ResponseGroup1.m,2,7,2,16,19,p,0,112,Data_5_1_20141021T144621.mat,9,1,0,737.7799,0,
694.6323,Experiment4Metamer_ResponseGroup1.m,2,16,2,9,19,p,0,113,Data_5_1_20141021T144621.mat,9,1,0,694.6323,0,
707.8002,Experiment4Metamer_ResponseGroup1.m,1,10,1,18,20,q,0,114,Data_5_1_20141021T144621.mat,9,1,0,707.8002,0,
986.967,Experiment4Metamer_ResponseGroup1.m,1,11,1,1,20,q,0,115,Data_5_1_20141021T144621.mat,9,1,0,986.967,0,
1013.2287,Experiment4Metamer_ResponseGroup1.m,2,1,2,6,19,p,0,116,Data_5_1_20141021T144621.mat,9,1,0,1013.2287,0,
706.0247,Experiment4Metamer_ResponseGroup1.m,2,17,1,1,19,p,0,117,Data_5_1_20141021T144621.mat,9,2,0,706.0247,0,
746.9583,Experiment4Metamer_ResponseGroup1.m,2,20,1,18,19,p,0,118,Data_5_1_20141021T144621.mat,9,2,0,746.9583,0,
967.5035,Experiment4Metamer_ResponseGroup1.m,2,14,2,1,19,p,0,119,Data_5_1_20141021T144621.mat,9,1,0,967.5035,0,
771.2476,Experiment4Metamer_ResponseGroup1.m,2,9,1,13,19,p,0,120,Data_5_1_20141021T144621.mat,9,2,0,771.2476,0,
909.9242,Experiment4Metamer_ResponseGroup1.m,1,10,1,18,20,q,0,121,Data_5_1_20141021T144621.mat,9,1,0,909.9242,0,
648.5249,Experiment4Metamer_ResponseGroup1.m,2,16,2,11,19,p,0,122,Data_5_1_20141021T144621.mat,9,1,0,648.5249,0,
703.1967,Experiment4Metamer_ResponseGroup1.m,2,14,2,12,19,p,0,123,Data_5_1_20141021T144621.mat,9,1,0,703.1967,0,
684.1889,Experiment4Metamer_ResponseGroup1.m,2,15,1,5,19,p,0,124,Data_5_1_20141021T144621.mat,9,2,0,684.1889,0,
733.9829,Experiment4Metamer_ResponseGroup1.m,2,19,2,10,19,p,0,125,Data_5_1_20141021T144621.mat,9,1,0,733.9829,0,
828.2235,Experiment4Metamer_ResponseGroup1.m,2,12,1,4,19,p,0,126,Data_5_1_20141021T144621.mat,9,2,0,828.2235,0,
959.0099,Experiment4Metamer_ResponseGroup1.m,1,14,1,15,20,q,0,127,Data_5_1_20141021T144621.mat,9,1,0,959.0099,0,
878.0926,Experiment4Metamer_ResponseGroup1.m,1,15,2,1,20,q,0,128,Data_5_1_20141021T144621.mat,9,2,0,878.0926,0,
760.088,Experiment4Metamer_ResponseGroup1.m,1,8,2,2,20,q,0,129,Data_5_1_20141021T144621.mat,9,2,0,760.088,0,
896.4138,Experiment4Metamer_ResponseGroup1.m,2,20,2,18,19,p,0,130,Data_5_1_20141021T144621.mat,9,1,0,896.4138,0,
887.9537,Experiment4Metamer_ResponseGroup1.m,2,3,2,2,19,p,0,131,Data_5_1_20141021T144621.mat,9,1,0,887.9537,0,
810.4564,Experiment4Metamer_ResponseGroup1.m,1,17,2,12,20,q,0,132,Data_5_1_20141021T144621.mat,9,2,0,810.4564,0,
841.3617,Experiment4Metamer_ResponseGroup1.m,2,17,1,4,19,p,0,133,Data_5_1_20141021T144621.mat,9,2,0,841.3617,0,
792.8073,Experiment4Metamer_ResponseGroup1.m,1,15,1,11,20,q,0,134,Data_5_1_20141021T144621.mat,9,1,0,792.8073,0,
695.4305,Experiment4Metamer_ResponseGroup1.m,2,20,2,13,19,p,0,135,Data_5_1_20141021T144621.mat,9,1,0,695.4305,0,
736.5338,Experiment4Metamer_ResponseGroup1.m,2,7,2,17,19,p,0,136,Data_5_1_20141021T144621.mat,9,1,0,736.5338,0,
876.1862,Experiment4Metamer_ResponseGroup1.m,2,10,1,20,19,p,0,137,Data_5_1_20141021T144621.mat,9,2,0,876.1862,0,
733.7675,Experiment4Metamer_ResponseGroup1.m,1,12,1,11,20,q,0,138,Data_5_1_20141021T144621.mat,9,1,0,733.7675,0,
821.2114,Experiment4Metamer_ResponseGroup1.m,1,1,1,17,20,q,0,139,Data_5_1_20141021T144621.mat,9,1,0,821.2114,0,
798.4314,Experiment4Metamer_ResponseGroup1.m,2,19,1,18,19,p,0,140,Data_5_1_20141021T144621.mat,9,2,0,798.4314,0,
937.6778,Experiment4Metamer_ResponseGroup1.m,1,12,2,19,20,q,0,141,Data_5_1_20141021T144621.mat,9,2,0,937.6778,0,
731.5041,Experiment4Metamer_ResponseGroup1.m,1,13,1,2,20,q,0,142,Data_5_1_20141021T144621.mat,9,1,0,731.5041,0,
904.6897,Experiment4Metamer_ResponseGroup1.m,1,13,1,5,20,q,0,143,Data_5_1_20141021T144621.mat,9,1,0,904.6897,0,
848.1828,Experiment4Metamer_ResponseGroup1.m,1,15,2,18,20,q,0,144,Data_5_1_20141021T144621.mat,9,2,0,848.1828,0,
946.1701,Experiment4Metamer_ResponseGroup1.m,1,18,2,16,20,q,0,145,Data_5_1_20141021T144621.mat,9,2,0,946.1701,0,
746.9917,Experiment4Metamer_ResponseGroup1.m,2,2,1,16,19,p,0,146,Data_5_1_20141021T144621.mat,9,2,0,746.9917,0,
815.7937,Experiment4Metamer_ResponseGroup1.m,2,10,1,9,19,p,0,147,Data_5_1_20141021T144621.mat,9,2,0,815.7937,0,
793.3232,Experiment4Metamer_ResponseGroup1.m,2,12,2,4,19,p,0,148,Data_5_1_20141021T144621.mat,9,1,0,793.3232,0,
825.9392,Experiment4Metamer_ResponseGroup1.m,2,8,2,18,19,p,0,150,Data_5_1_20141021T144621.mat,9,1,0,825.9392,0,
1026.4793,Experiment4Metamer_ResponseGroup1.m,1,11,2,4,20,q,0,151,Data_5_1_20141021T144621.mat,9,2,0,1026.4793,0,
686.6157,Experiment4Metamer_ResponseGroup1.m,1,3,1,16,20,q,0,152,Data_5_1_20141021T144621.mat,9,1,0,686.6157,0,
836.8878,Experiment4Metamer_ResponseGroup1.m,2,9,2,12,19,p,0,153,Data_5_1_20141021T144621.mat,9,1,0,836.8878,0,
762.3285,Experiment4Metamer_ResponseGroup1.m,2,14,2,1,19,p,0,154,Data_5_1_20141021T144621.mat,9,1,0,762.3285,0,
745.9786,Experiment4Metamer_ResponseGroup1.m,1,4,1,9,20,q,0,155,Data_5_1_20141021T144621.mat,9,1,0,745.9786,0,
1050.8571,Experiment4Metamer_ResponseGroup1.m,1,5,2,18,20,q,0,156,Data_5_1_20141021T144621.mat,9,2,0,1050.8571,0,
899.4387,Experiment4Metamer_ResponseGroup1.m,1,6,1,13,20,q,0,157,Data_5_1_20141021T144621.mat,9,1,0,899.4387,0,
906.1415,Experiment4Metamer_ResponseGroup1.m,2,9,1,17,19,p,0,158,Data_5_1_20141021T144621.mat,9,2,0,906.1415,0,
844.1588,Experiment4Metamer_ResponseGroup1.m,2,7,1,16,19,p,0,159,Data_5_1_20141021T144621.mat,9,2,0,844.1588,0,
913.0081,Experiment4Metamer_ResponseGroup1.m,1,13,2,10,20,q,0,160,Data_5_1_20141021T144621.mat,9,2,0,913.0081,0,
709.3644,Experiment4Metamer_ResponseGroup1.m,1,20,1,9,20,q,0,161,Data_5_1_20141021T144621.mat,9,1,0,709.3644,0,
987.7201,Experiment4Metamer_ResponseGroup1.m,2,15,2,6,19,p,0,162,Data_5_1_20141021T144621.mat,9,1,0,987.7201,0,
880.0432,Experiment4Metamer_ResponseGroup1.m,2,17,2,7,19,p,0,163,Data_5_1_20141021T144621.mat,9,1,0,880.0432,0,
661.7172,Experiment4Metamer_ResponseGroup1.m,2,17,2,4,19,p,0,164,Data_5_1_20141021T144621.mat,9,1,0,661.7172,0,
1029.1698,Experiment4Metamer_ResponseGroup1.m,2,4,2,9,19,p,0,165,Data_5_1_20141021T144621.mat,9,1,0,1029.1698,0,
695.8795,Experiment4Metamer_ResponseGroup1.m,1,2,1,14,20,q,0,166,Data_5_1_20141021T144621.mat,9,1,0,695.8795,0,
897.6285,Experiment4Metamer_ResponseGroup1.m,2,6,2,19,19,p,0,167,Data_5_1_20141021T144621.mat,9,1,0,897.6285,0,
799.918,Experiment4Metamer_ResponseGroup1.m,1,18,1,1,20,q,0,168,Data_5_1_20141021T144621.mat,9,1,0,799.918,0,
721.5777,Experiment4Metamer_ResponseGroup1.m,2,7,1,7,19,p,0,170,Data_5_1_20141021T144621.mat,9,2,0,721.5777,0,
759.1244,Experiment4Metamer_ResponseGroup1.m,1,8,1,8,20,q,0,171,Data_5_1_20141021T144621.mat,9,1,0,759.1244,0,
685.6491,Experiment4Metamer_ResponseGroup1.m,2,7,1,19,19,p,0,172,Data_5_1_20141021T144621.mat,9,2,0,685.6491,0,
886.5427,Experiment4Metamer_ResponseGroup1.m,1,15,1,20,20,q,0,173,Data_5_1_20141021T144621.mat,9,1,0,886.5427,0,
730.6012,Experiment4Metamer_ResponseGroup1.m,1,12,2,6,20,q,0,174,Data_5_1_20141021T144621.mat,9,2,0,730.6012,0,
657.0581,Experiment4Metamer_ResponseGroup1.m,1,15,2,14,20,q,0,175,Data_5_1_20141021T144621.mat,9,2,0,657.0581,0,
828.0131,Experiment4Metamer_ResponseGroup1.m,1,3,2,1,20,q,0,176,Data_5_1_20141021T144621.mat,9,2,0,828.0131,0,
777.5781,Experiment4Metamer_ResponseGroup1.m,2,20,2,19,19,p,0,177,Data_5_1_20141021T144621.mat,9,1,0,777.5781,0,
874.4889,Experiment4Metamer_ResponseGroup1.m,2,12,2,12,19,p,0,178,Data_5_1_20141021T144621.mat,9,1,0,874.4889,0,
676.0857,Experiment4Metamer_ResponseGroup1.m,1,12,1,3,20,q,0,179,Data_5_1_20141021T144621.mat,9,1,0,676.0857,0,
735.6396,Experiment4Metamer_ResponseGroup1.m,2,16,2,13,19,p,0,180,Data_5_1_20141021T144621.mat,9,1,0,735.6396,0,
805.6337,Experiment4Metamer_ResponseGroup1.m,1,18,1,12,20,q,0,181,Data_5_1_20141021T144621.mat,9,1,0,805.6337,0,
817.3301,Experiment4Metamer_ResponseGroup1.m,1,5,1,13,20,q,0,182,Data_5_1_20141021T144621.mat,9,1,0,817.3301,0,
624.4715,Experiment4Metamer_ResponseGroup1.m,1,6,2,12,20,q,0,183,Data_5_1_20141021T144621.mat,9,2,0,624.4715,0,
806.4313,Experiment4Metamer_ResponseGroup1.m,2,17,2,20,19,p,0,184,Data_5_1_20141021T144621.mat,9,1,0,806.4313,0,
716.0755,Experiment4Metamer_ResponseGroup1.m,2,5,2,9,19,p,0,185,Data_5_1_20141021T144621.mat,9,1,0,716.0755,0,
867.6244,Experiment4Metamer_ResponseGroup1.m,1,18,1,17,20,q,0,186,Data_5_1_20141021T144621.mat,9,1,0,867.6244,0,
747.0452,Experiment4Metamer_ResponseGroup1.m,2,6,2,13,19,p,0,187,Data_5_1_20141021T144621.mat,9,1,0,747.0452,0,
944.2762,Experiment4Metamer_ResponseGroup1.m,1,15,2,16,20,q,0,188,Data_5_1_20141021T144621.mat,9,2,0,944.2762,0,
789.6171,Experiment4Metamer_ResponseGroup1.m,2,8,1,6,19,p,0,189,Data_5_1_20141021T144621.mat,9,2,0,789.6171,0,
649.7893,Experiment4Metamer_ResponseGroup1.m,1,2,2,13,20,q,0,190,Data_5_1_20141021T144621.mat,9,2,0,649.7893,0,
635.4853,Experiment4Metamer_ResponseGroup1.m,1,3,2,19,20,q,0,191,Data_5_1_20141021T144621.mat,9,2,0,635.4853,0,
795.5979,Experiment4Metamer_ResponseGroup1.m,2,2,2,12,19,p,0,192,Data_5_1_20141021T144621.mat,9,1,0,795.5979,0,
1002.6391,Experiment4Metamer_ResponseGroup1.m,1,17,1,20,20,q,0,193,Data_5_1_20141021T144621.mat,9,1,0,1002.6391,0,
696.5323,Experiment4Metamer_ResponseGroup1.m,2,6,1,3,19,p,0,194,Data_5_1_20141021T144621.mat,9,2,0,696.5323,0,
626.1461,Experiment4Metamer_ResponseGroup1.m,1,17,1,10,20,q,0,196,Data_5_1_20141021T144621.mat,9,1,0,626.1461,0,
584.8175,Experiment4Metamer_ResponseGroup1.m,1,2,1,1,20,q,0,197,Data_5_1_20141021T144621.mat,9,1,0,584.8175,0,
695.2807,Experiment4Metamer_ResponseGroup1.m,2,8,2,14,19,p,0,198,Data_5_1_20141021T144621.mat,9,1,0,695.2807,0,
770.3403,Experiment4Metamer_ResponseGroup1.m,1,17,1,13,20,q,0,199,Data_5_1_20141021T144621.mat,9,1,0,770.3403,0,
822.8791,Experiment4Metamer_ResponseGroup1.m,2,2,1,4,19,p,0,200,Data_5_1_20141021T144621.mat,9,2,0,822.8791,0,
789.6618,Experiment4Metamer_ResponseGroup1.m,1,14,1,4,20,q,0,201,Data_5_1_20141021T144621.mat,9,1,0,789.6618,0,
796.1101,Experiment4Metamer_ResponseGroup1.m,2,9,1,20,19,p,0,202,Data_5_1_20141021T144621.mat,9,2,0,796.1101,0,
880.7233,Experiment4Metamer_ResponseGroup1.m,2,9,2,6,19,p,0,203,Data_5_1_20141021T144621.mat,9,1,0,880.7233,0,
635.4036,Experiment4Metamer_ResponseGroup1.m,1,6,2,1,20,q,0,204,Data_5_1_20141021T144621.mat,9,2,0,635.4036,0,
900.5292,Experiment4Metamer_ResponseGroup1.m,2,16,2,15,19,p,0,205,Data_5_1_20141021T144621.mat,9,1,0,900.5292,0,
652.8582,Experiment4Metamer_ResponseGroup1.m,1,6,1,1,20,q,0,206,Data_5_1_20141021T144621.mat,9,1,0,652.8582,0,
968.156,Experiment4Metamer_ResponseGroup1.m,2,3,1,13,19,p,0,208,Data_5_1_20141021T144621.mat,9,2,0,968.156,0,
728.865,Experiment4Metamer_ResponseGroup1.m,1,6,2,18,20,q,0,209,Data_5_1_20141021T144621.mat,9,2,0,728.865,0,
943.7006,Experiment4Metamer_ResponseGroup1.m,2,7,1,15,19,p,0,210,Data_5_1_20141021T144621.mat,9,2,0,943.7006,0,
