RT,expName,currWordCategory,currWordNumber,currImageCategory,currImageNumber,pressedKeyNum,pressedKeyName,error,currTrial,fileName,sid,CongruentOrNot,errorCount,trimData,outlier,
637.1828,Experiment4Metamer_ResponseGroup2.m,2,11,2,16,20,q,0,45,Data_6_2_20141022T120014.mat,10,1,0,637.1828,0,
682.4917,Experiment4Metamer_ResponseGroup2.m,2,19,2,3,20,q,0,46,Data_6_2_20141022T120014.mat,10,1,0,682.4917,0,
670.7579,Experiment4Metamer_ResponseGroup2.m,1,12,2,17,19,p,0,47,Data_6_2_20141022T120014.mat,10,2,0,670.7579,0,
680.3821,Experiment4Metamer_ResponseGroup2.m,2,16,2,10,20,q,0,48,Data_6_2_20141022T120014.mat,10,1,0,680.3821,0,
635.5806,Experiment4Metamer_ResponseGroup2.m,1,17,1,8,19,p,0,49,Data_6_2_20141022T120014.mat,10,1,0,635.5806,0,
739.2111,Experiment4Metamer_ResponseGroup2.m,2,13,2,20,20,q,0,50,Data_6_2_20141022T120014.mat,10,1,0,739.2111,0,
618.593,Experiment4Metamer_ResponseGroup2.m,1,8,2,17,19,p,0,51,Data_6_2_20141022T120014.mat,10,2,0,618.593,0,
580.2084,Experiment4Metamer_ResponseGroup2.m,2,3,2,8,20,q,0,52,Data_6_2_20141022T120014.mat,10,1,0,580.2084,0,
710.9172,Experiment4Metamer_ResponseGroup2.m,2,17,2,12,20,q,0,53,Data_6_2_20141022T120014.mat,10,1,0,710.9172,0,
561.2611,Experiment4Metamer_ResponseGroup2.m,1,19,2,1,19,p,0,54,Data_6_2_20141022T120014.mat,10,2,0,561.2611,0,
711.495,Experiment4Metamer_ResponseGroup2.m,2,1,2,8,20,q,0,55,Data_6_2_20141022T120014.mat,10,1,0,711.495,0,
681.0971,Experiment4Metamer_ResponseGroup2.m,2,1,2,6,20,q,0,56,Data_6_2_20141022T120014.mat,10,1,0,681.0971,0,
604.4217,Experiment4Metamer_ResponseGroup2.m,2,13,2,19,20,q,0,57,Data_6_2_20141022T120014.mat,10,1,0,604.4217,0,
638.0238,Experiment4Metamer_ResponseGroup2.m,2,5,1,13,20,q,0,58,Data_6_2_20141022T120014.mat,10,2,0,638.0238,0,
615.4501,Experiment4Metamer_ResponseGroup2.m,1,17,2,1,19,p,0,59,Data_6_2_20141022T120014.mat,10,2,0,615.4501,0,
849.1988,Experiment4Metamer_ResponseGroup2.m,1,16,1,2,19,p,0,60,Data_6_2_20141022T120014.mat,10,1,0,849.1988,0,
627.9048,Experiment4Metamer_ResponseGroup2.m,1,5,2,17,19,p,0,61,Data_6_2_20141022T120014.mat,10,2,0,627.9048,0,
798.1059,Experiment4Metamer_ResponseGroup2.m,2,8,1,9,20,q,0,62,Data_6_2_20141022T120014.mat,10,2,0,798.1059,0,
585.644,Experiment4Metamer_ResponseGroup2.m,1,16,1,2,19,p,0,63,Data_6_2_20141022T120014.mat,10,1,0,585.644,0,
584.2372,Experiment4Metamer_ResponseGroup2.m,1,11,2,7,19,p,0,64,Data_6_2_20141022T120014.mat,10,2,0,584.2372,0,
762.3775,Experiment4Metamer_ResponseGroup2.m,2,12,2,5,20,q,0,65,Data_6_2_20141022T120014.mat,10,1,0,762.3775,0,
617.1328,Experiment4Metamer_ResponseGroup2.m,1,20,1,10,19,p,0,66,Data_6_2_20141022T120014.mat,10,1,0,617.1328,0,
638.5222,Experiment4Metamer_ResponseGroup2.m,2,3,1,4,20,q,0,67,Data_6_2_20141022T120014.mat,10,2,0,638.5222,0,
523.2322,Experiment4Metamer_ResponseGroup2.m,1,17,2,11,19,p,0,68,Data_6_2_20141022T120014.mat,10,2,0,523.2322,0,
647.1067,Experiment4Metamer_ResponseGroup2.m,2,15,2,8,20,q,0,69,Data_6_2_20141022T120014.mat,10,1,0,647.1067,0,
638.2071,Experiment4Metamer_ResponseGroup2.m,1,5,1,18,19,p,0,70,Data_6_2_20141022T120014.mat,10,1,0,638.2071,0,
886.891,Experiment4Metamer_ResponseGroup2.m,2,4,1,10,20,q,0,71,Data_6_2_20141022T120014.mat,10,2,0,886.891,0,
610.1416,Experiment4Metamer_ResponseGroup2.m,2,1,1,17,20,q,0,72,Data_6_2_20141022T120014.mat,10,2,0,610.1416,0,
677.6265,Experiment4Metamer_ResponseGroup2.m,2,5,2,20,20,q,0,73,Data_6_2_20141022T120014.mat,10,1,0,677.6265,0,
692.4039,Experiment4Metamer_ResponseGroup2.m,1,2,2,9,19,p,0,74,Data_6_2_20141022T120014.mat,10,2,0,692.4039,0,
761.0306,Experiment4Metamer_ResponseGroup2.m,2,18,1,19,20,q,0,75,Data_6_2_20141022T120014.mat,10,2,0,761.0306,0,
649.6038,Experiment4Metamer_ResponseGroup2.m,2,13,1,14,20,q,0,76,Data_6_2_20141022T120014.mat,10,2,0,649.6038,0,
651.6898,Experiment4Metamer_ResponseGroup2.m,1,17,1,7,19,p,0,77,Data_6_2_20141022T120014.mat,10,1,0,651.6898,0,
686.5861,Experiment4Metamer_ResponseGroup2.m,2,20,1,2,20,q,0,78,Data_6_2_20141022T120014.mat,10,2,0,686.5861,0,
734.7272,Experiment4Metamer_ResponseGroup2.m,2,9,1,14,20,q,0,79,Data_6_2_20141022T120014.mat,10,2,0,734.7272,0,
738.7208,Experiment4Metamer_ResponseGroup2.m,2,15,2,19,20,q,0,80,Data_6_2_20141022T120014.mat,10,1,0,738.7208,0,
546.2238,Experiment4Metamer_ResponseGroup2.m,2,5,2,17,20,q,0,81,Data_6_2_20141022T120014.mat,10,1,0,546.2238,0,
771.9363,Experiment4Metamer_ResponseGroup2.m,2,7,1,1,20,q,0,82,Data_6_2_20141022T120014.mat,10,2,0,771.9363,0,
584.8918,Experiment4Metamer_ResponseGroup2.m,1,15,1,10,19,p,0,83,Data_6_2_20141022T120014.mat,10,1,0,584.8918,0,
620.5839,Experiment4Metamer_ResponseGroup2.m,2,17,2,4,20,q,0,84,Data_6_2_20141022T120014.mat,10,1,0,620.5839,0,
609.6447,Experiment4Metamer_ResponseGroup2.m,1,20,1,2,19,p,0,85,Data_6_2_20141022T120014.mat,10,1,0,609.6447,0,
693.2516,Experiment4Metamer_ResponseGroup2.m,2,20,2,14,20,q,0,87,Data_6_2_20141022T120014.mat,10,1,0,693.2516,0,
729.3005,Experiment4Metamer_ResponseGroup2.m,1,6,2,9,19,p,0,88,Data_6_2_20141022T120014.mat,10,2,0,729.3005,0,
768.5197,Experiment4Metamer_ResponseGroup2.m,1,2,2,8,19,p,0,89,Data_6_2_20141022T120014.mat,10,2,0,768.5197,0,
660.2372,Experiment4Metamer_ResponseGroup2.m,2,16,1,17,20,q,0,90,Data_6_2_20141022T120014.mat,10,2,0,660.2372,0,
637.1609,Experiment4Metamer_ResponseGroup2.m,1,1,1,13,19,p,0,91,Data_6_2_20141022T120014.mat,10,1,0,637.1609,0,
640.9034,Experiment4Metamer_ResponseGroup2.m,2,2,1,4,20,q,0,92,Data_6_2_20141022T120014.mat,10,2,0,640.9034,0,
678.1691,Experiment4Metamer_ResponseGroup2.m,2,15,2,15,20,q,0,93,Data_6_2_20141022T120014.mat,10,1,0,678.1691,0,
694.4204,Experiment4Metamer_ResponseGroup2.m,2,15,2,14,20,q,0,94,Data_6_2_20141022T120014.mat,10,1,0,694.4204,0,
750.5154,Experiment4Metamer_ResponseGroup2.m,2,8,2,10,20,q,0,95,Data_6_2_20141022T120014.mat,10,1,0,750.5154,0,
766.6893,Experiment4Metamer_ResponseGroup2.m,1,12,1,18,19,p,0,96,Data_6_2_20141022T120014.mat,10,1,0,766.6893,0,
582.4822,Experiment4Metamer_ResponseGroup2.m,1,12,1,16,19,p,0,98,Data_6_2_20141022T120014.mat,10,1,0,582.4822,0,
784.6827,Experiment4Metamer_ResponseGroup2.m,2,19,2,9,20,q,0,99,Data_6_2_20141022T120014.mat,10,1,0,784.6827,0,
617.8166,Experiment4Metamer_ResponseGroup2.m,2,19,2,16,20,q,0,100,Data_6_2_20141022T120014.mat,10,1,0,617.8166,0,
715.6918,Experiment4Metamer_ResponseGroup2.m,1,14,2,7,19,p,0,101,Data_6_2_20141022T120014.mat,10,2,0,715.6918,0,
718.1728,Experiment4Metamer_ResponseGroup2.m,2,20,2,6,20,q,0,102,Data_6_2_20141022T120014.mat,10,1,0,718.1728,0,
787.5874,Experiment4Metamer_ResponseGroup2.m,2,18,1,3,20,q,0,104,Data_6_2_20141022T120014.mat,10,2,0,787.5874,0,
750.1069,Experiment4Metamer_ResponseGroup2.m,2,6,1,20,20,q,0,105,Data_6_2_20141022T120014.mat,10,2,0,750.1069,0,
694.4132,Experiment4Metamer_ResponseGroup2.m,1,15,2,6,19,p,0,106,Data_6_2_20141022T120014.mat,10,2,0,694.4132,0,
677.8878,Experiment4Metamer_ResponseGroup2.m,1,14,1,14,19,p,0,107,Data_6_2_20141022T120014.mat,10,1,0,677.8878,0,
725.2711,Experiment4Metamer_ResponseGroup2.m,1,15,2,7,19,p,0,108,Data_6_2_20141022T120014.mat,10,2,0,725.2711,0,
874.7567,Experiment4Metamer_ResponseGroup2.m,2,9,1,4,20,q,0,109,Data_6_2_20141022T120014.mat,10,2,0,874.7567,0,
577.1181,Experiment4Metamer_ResponseGroup2.m,1,8,2,5,19,p,0,110,Data_6_2_20141022T120014.mat,10,2,0,577.1181,0,
708.7355,Experiment4Metamer_ResponseGroup2.m,2,14,2,14,20,q,0,111,Data_6_2_20141022T120014.mat,10,1,0,708.7355,0,
649.6366,Experiment4Metamer_ResponseGroup2.m,2,2,1,4,20,q,0,112,Data_6_2_20141022T120014.mat,10,2,0,649.6366,0,
665.8445,Experiment4Metamer_ResponseGroup2.m,1,11,1,15,19,p,0,113,Data_6_2_20141022T120014.mat,10,1,0,665.8445,0,
654.0336,Experiment4Metamer_ResponseGroup2.m,2,12,1,10,20,q,0,114,Data_6_2_20141022T120014.mat,10,2,0,654.0336,0,
618.1409,Experiment4Metamer_ResponseGroup2.m,1,10,1,8,19,p,0,115,Data_6_2_20141022T120014.mat,10,1,0,618.1409,0,
853.2098,Experiment4Metamer_ResponseGroup2.m,1,8,1,1,19,p,0,116,Data_6_2_20141022T120014.mat,10,1,0,853.2098,0,
808.9778,Experiment4Metamer_ResponseGroup2.m,1,6,2,16,19,p,0,117,Data_6_2_20141022T120014.mat,10,2,0,808.9778,0,
641.4256,Experiment4Metamer_ResponseGroup2.m,1,11,1,10,19,p,0,118,Data_6_2_20141022T120014.mat,10,1,0,641.4256,0,
745.0102,Experiment4Metamer_ResponseGroup2.m,2,14,1,20,20,q,0,119,Data_6_2_20141022T120014.mat,10,2,0,745.0102,0,
594.8388,Experiment4Metamer_ResponseGroup2.m,1,12,2,14,19,p,0,120,Data_6_2_20141022T120014.mat,10,2,0,594.8388,0,
891.0457,Experiment4Metamer_ResponseGroup2.m,2,10,2,13,20,q,0,121,Data_6_2_20141022T120014.mat,10,1,0,891.0457,0,
753.1747,Experiment4Metamer_ResponseGroup2.m,1,19,1,7,19,p,0,122,Data_6_2_20141022T120014.mat,10,1,0,753.1747,0,
688.6902,Experiment4Metamer_ResponseGroup2.m,1,10,2,18,19,p,0,123,Data_6_2_20141022T120014.mat,10,2,0,688.6902,0,
714.5423,Experiment4Metamer_ResponseGroup2.m,2,2,1,16,20,q,0,124,Data_6_2_20141022T120014.mat,10,2,0,714.5423,0,
678.1843,Experiment4Metamer_ResponseGroup2.m,1,14,1,12,19,p,0,125,Data_6_2_20141022T120014.mat,10,1,0,678.1843,0,
682.6021,Experiment4Metamer_ResponseGroup2.m,2,19,1,6,20,q,0,127,Data_6_2_20141022T120014.mat,10,2,0,682.6021,0,
836.547,Experiment4Metamer_ResponseGroup2.m,1,16,2,10,19,p,0,128,Data_6_2_20141022T120014.mat,10,2,0,836.547,0,
647.0513,Experiment4Metamer_ResponseGroup2.m,1,3,1,12,19,p,0,129,Data_6_2_20141022T120014.mat,10,1,0,647.0513,0,
571.8435,Experiment4Metamer_ResponseGroup2.m,1,11,1,14,19,p,0,130,Data_6_2_20141022T120014.mat,10,1,0,571.8435,0,
813.9018,Experiment4Metamer_ResponseGroup2.m,2,14,2,17,20,q,0,131,Data_6_2_20141022T120014.mat,10,1,0,813.9018,0,
611.5697,Experiment4Metamer_ResponseGroup2.m,1,8,1,13,19,p,0,132,Data_6_2_20141022T120014.mat,10,1,0,611.5697,0,
656.9072,Experiment4Metamer_ResponseGroup2.m,1,8,1,20,19,p,0,134,Data_6_2_20141022T120014.mat,10,1,0,656.9072,0,
773.2029,Experiment4Metamer_ResponseGroup2.m,2,6,1,20,20,q,0,135,Data_6_2_20141022T120014.mat,10,2,0,773.2029,0,
719.8791,Experiment4Metamer_ResponseGroup2.m,2,16,2,10,20,q,0,136,Data_6_2_20141022T120014.mat,10,1,0,719.8791,0,
660.384,Experiment4Metamer_ResponseGroup2.m,1,4,1,5,19,p,0,137,Data_6_2_20141022T120014.mat,10,1,0,660.384,0,
717.9013,Experiment4Metamer_ResponseGroup2.m,1,19,2,7,19,p,0,138,Data_6_2_20141022T120014.mat,10,2,0,717.9013,0,
775.1955,Experiment4Metamer_ResponseGroup2.m,2,6,1,13,20,q,0,139,Data_6_2_20141022T120014.mat,10,2,0,775.1955,0,
708.9579,Experiment4Metamer_ResponseGroup2.m,1,9,1,2,19,p,0,140,Data_6_2_20141022T120014.mat,10,1,0,708.9579,0,
759.1571,Experiment4Metamer_ResponseGroup2.m,1,18,2,3,19,p,0,142,Data_6_2_20141022T120014.mat,10,2,0,759.1571,0,
622.3949,Experiment4Metamer_ResponseGroup2.m,1,19,1,10,19,p,0,143,Data_6_2_20141022T120014.mat,10,1,0,622.3949,0,
742.444,Experiment4Metamer_ResponseGroup2.m,2,1,1,19,20,q,0,144,Data_6_2_20141022T120014.mat,10,2,0,742.444,0,
772.5369,Experiment4Metamer_ResponseGroup2.m,2,7,1,15,20,q,0,145,Data_6_2_20141022T120014.mat,10,2,0,772.5369,0,
632.1167,Experiment4Metamer_ResponseGroup2.m,1,5,2,11,19,p,0,146,Data_6_2_20141022T120014.mat,10,2,0,632.1167,0,
647.4029,Experiment4Metamer_ResponseGroup2.m,1,15,1,15,19,p,0,147,Data_6_2_20141022T120014.mat,10,1,0,647.4029,0,
594.5252,Experiment4Metamer_ResponseGroup2.m,1,14,1,15,19,p,0,148,Data_6_2_20141022T120014.mat,10,1,0,594.5252,0,
764.7082,Experiment4Metamer_ResponseGroup2.m,2,16,1,15,20,q,0,149,Data_6_2_20141022T120014.mat,10,2,0,764.7082,0,
787.7286,Experiment4Metamer_ResponseGroup2.m,2,11,2,14,20,q,0,150,Data_6_2_20141022T120014.mat,10,1,0,787.7286,0,
726.4767,Experiment4Metamer_ResponseGroup2.m,1,9,2,9,19,p,0,151,Data_6_2_20141022T120014.mat,10,2,0,726.4767,0,
659.8778,Experiment4Metamer_ResponseGroup2.m,1,19,1,14,19,p,0,152,Data_6_2_20141022T120014.mat,10,1,0,659.8778,0,
650.0543,Experiment4Metamer_ResponseGroup2.m,1,20,2,4,19,p,0,153,Data_6_2_20141022T120014.mat,10,2,0,650.0543,0,
887.003,Experiment4Metamer_ResponseGroup2.m,2,14,1,3,20,q,0,154,Data_6_2_20141022T120014.mat,10,2,0,887.003,0,
891.8301,Experiment4Metamer_ResponseGroup2.m,2,20,1,2,20,q,0,155,Data_6_2_20141022T120014.mat,10,2,0,891.8301,0,
738.6353,Experiment4Metamer_ResponseGroup2.m,1,7,2,3,19,p,0,156,Data_6_2_20141022T120014.mat,10,2,0,738.6353,0,
733.5529,Experiment4Metamer_ResponseGroup2.m,2,8,2,17,20,q,0,157,Data_6_2_20141022T120014.mat,10,1,0,733.5529,0,
709.4864,Experiment4Metamer_ResponseGroup2.m,2,12,2,13,20,q,0,158,Data_6_2_20141022T120014.mat,10,1,0,709.4864,0,
637.2532,Experiment4Metamer_ResponseGroup2.m,1,10,2,18,19,p,0,159,Data_6_2_20141022T120014.mat,10,2,0,637.2532,0,
725.5095,Experiment4Metamer_ResponseGroup2.m,2,11,2,9,20,q,0,160,Data_6_2_20141022T120014.mat,10,1,0,725.5095,0,
637.7011,Experiment4Metamer_ResponseGroup2.m,2,13,1,1,20,q,0,161,Data_6_2_20141022T120014.mat,10,2,0,637.7011,0,
624.7015,Experiment4Metamer_ResponseGroup2.m,2,14,1,17,20,q,0,162,Data_6_2_20141022T120014.mat,10,2,0,624.7015,0,
632.8387,Experiment4Metamer_ResponseGroup2.m,1,20,2,18,19,p,0,163,Data_6_2_20141022T120014.mat,10,2,0,632.8387,0,
776.5259,Experiment4Metamer_ResponseGroup2.m,1,12,1,19,19,p,0,164,Data_6_2_20141022T120014.mat,10,1,0,776.5259,0,
764.7244,Experiment4Metamer_ResponseGroup2.m,2,10,2,16,20,q,0,165,Data_6_2_20141022T120014.mat,10,1,0,764.7244,0,
768.4225,Experiment4Metamer_ResponseGroup2.m,1,20,1,20,19,p,0,166,Data_6_2_20141022T120014.mat,10,1,0,768.4225,0,
628.9813,Experiment4Metamer_ResponseGroup2.m,1,13,1,16,19,p,0,167,Data_6_2_20141022T120014.mat,10,1,0,628.9813,0,
618.7175,Experiment4Metamer_ResponseGroup2.m,2,2,1,18,20,q,0,168,Data_6_2_20141022T120014.mat,10,2,0,618.7175,0,
666.0449,Experiment4Metamer_ResponseGroup2.m,1,8,2,11,19,p,0,169,Data_6_2_20141022T120014.mat,10,2,0,666.0449,0,
668.3525,Experiment4Metamer_ResponseGroup2.m,1,14,1,16,19,p,0,170,Data_6_2_20141022T120014.mat,10,1,0,668.3525,0,
849.066,Experiment4Metamer_ResponseGroup2.m,2,12,1,5,20,q,0,171,Data_6_2_20141022T120014.mat,10,2,0,849.066,0,
682.6927,Experiment4Metamer_ResponseGroup2.m,1,14,1,18,19,p,0,173,Data_6_2_20141022T120014.mat,10,1,0,682.6927,0,
654.5688,Experiment4Metamer_ResponseGroup2.m,1,6,2,13,19,p,0,174,Data_6_2_20141022T120014.mat,10,2,0,654.5688,0,
676.6022,Experiment4Metamer_ResponseGroup2.m,1,20,1,19,19,p,0,175,Data_6_2_20141022T120014.mat,10,1,0,676.6022,0,
541.589,Experiment4Metamer_ResponseGroup2.m,1,8,2,7,19,p,0,176,Data_6_2_20141022T120014.mat,10,2,0,541.589,0,
670.2417,Experiment4Metamer_ResponseGroup2.m,2,15,1,16,20,q,0,177,Data_6_2_20141022T120014.mat,10,2,0,670.2417,0,
838.5392,Experiment4Metamer_ResponseGroup2.m,1,9,2,1,19,p,0,179,Data_6_2_20141022T120014.mat,10,2,0,838.5392,0,
850.8272,Experiment4Metamer_ResponseGroup2.m,2,12,2,7,20,q,0,180,Data_6_2_20141022T120014.mat,10,1,0,850.8272,0,
601.3649,Experiment4Metamer_ResponseGroup2.m,1,3,2,14,19,p,0,181,Data_6_2_20141022T120014.mat,10,2,0,601.3649,0,
718.4681,Experiment4Metamer_ResponseGroup2.m,2,11,1,6,20,q,0,182,Data_6_2_20141022T120014.mat,10,2,0,718.4681,0,
680.5599,Experiment4Metamer_ResponseGroup2.m,2,3,1,16,20,q,0,183,Data_6_2_20141022T120014.mat,10,2,0,680.5599,0,
695.1358,Experiment4Metamer_ResponseGroup2.m,2,6,2,6,20,q,0,184,Data_6_2_20141022T120014.mat,10,1,0,695.1358,0,
729.5272,Experiment4Metamer_ResponseGroup2.m,1,8,1,7,19,p,0,186,Data_6_2_20141022T120014.mat,10,1,0,729.5272,0,
736.8906,Experiment4Metamer_ResponseGroup2.m,2,9,1,20,20,q,0,187,Data_6_2_20141022T120014.mat,10,2,0,736.8906,0,
665.4855,Experiment4Metamer_ResponseGroup2.m,2,15,1,13,20,q,0,188,Data_6_2_20141022T120014.mat,10,2,0,665.4855,0,
735.4342,Experiment4Metamer_ResponseGroup2.m,1,4,1,9,19,p,0,189,Data_6_2_20141022T120014.mat,10,1,0,735.4342,0,
685.9842,Experiment4Metamer_ResponseGroup2.m,2,1,1,2,20,q,0,190,Data_6_2_20141022T120014.mat,10,2,0,685.9842,0,
676.9098,Experiment4Metamer_ResponseGroup2.m,1,15,2,7,19,p,0,191,Data_6_2_20141022T120014.mat,10,2,0,676.9098,0,
639.3078,Experiment4Metamer_ResponseGroup2.m,1,1,2,2,19,p,0,192,Data_6_2_20141022T120014.mat,10,2,0,639.3078,0,
582.4454,Experiment4Metamer_ResponseGroup2.m,1,20,2,19,19,p,0,193,Data_6_2_20141022T120014.mat,10,2,0,582.4454,0,
803.7401,Experiment4Metamer_ResponseGroup2.m,1,7,2,10,19,p,0,194,Data_6_2_20141022T120014.mat,10,2,0,803.7401,0,
635.4095,Experiment4Metamer_ResponseGroup2.m,1,12,1,16,19,p,0,195,Data_6_2_20141022T120014.mat,10,1,0,635.4095,0,
763.2588,Experiment4Metamer_ResponseGroup2.m,2,13,1,3,20,q,0,196,Data_6_2_20141022T120014.mat,10,2,0,763.2588,0,
663.0015,Experiment4Metamer_ResponseGroup2.m,1,5,1,6,19,p,0,197,Data_6_2_20141022T120014.mat,10,1,0,663.0015,0,
710.522,Experiment4Metamer_ResponseGroup2.m,1,11,1,20,19,p,0,198,Data_6_2_20141022T120014.mat,10,1,0,710.522,0,
640.5707,Experiment4Metamer_ResponseGroup2.m,2,10,1,13,20,q,0,199,Data_6_2_20141022T120014.mat,10,2,0,640.5707,0,
741.4127,Experiment4Metamer_ResponseGroup2.m,2,3,1,8,20,q,0,200,Data_6_2_20141022T120014.mat,10,2,0,741.4127,0,
699.4294,Experiment4Metamer_ResponseGroup2.m,2,16,1,9,20,q,0,201,Data_6_2_20141022T120014.mat,10,2,0,699.4294,0,
786.4321,Experiment4Metamer_ResponseGroup2.m,1,15,1,16,19,p,0,202,Data_6_2_20141022T120014.mat,10,1,0,786.4321,0,
686.2625,Experiment4Metamer_ResponseGroup2.m,2,15,2,6,20,q,0,203,Data_6_2_20141022T120014.mat,10,1,0,686.2625,0,
765.9085,Experiment4Metamer_ResponseGroup2.m,1,17,1,20,19,p,0,204,Data_6_2_20141022T120014.mat,10,1,0,765.9085,0,
679.9392,Experiment4Metamer_ResponseGroup2.m,1,18,1,10,19,p,0,205,Data_6_2_20141022T120014.mat,10,1,0,679.9392,0,
658.0989,Experiment4Metamer_ResponseGroup2.m,1,13,1,7,19,p,0,206,Data_6_2_20141022T120014.mat,10,1,0,658.0989,0,
595.2419,Experiment4Metamer_ResponseGroup2.m,1,13,2,8,19,p,0,207,Data_6_2_20141022T120014.mat,10,2,0,595.2419,0,
602.7059,Experiment4Metamer_ResponseGroup2.m,1,5,1,20,19,p,0,208,Data_6_2_20141022T120014.mat,10,1,0,602.7059,0,
562.1101,Experiment4Metamer_ResponseGroup2.m,1,7,2,3,19,p,0,209,Data_6_2_20141022T120014.mat,10,2,0,562.1101,0,
