RT,expName,currWordCategory,currWordNumber,currImageCategory,currImageNumber,pressedKeyNum,pressedKeyName,error,,,,Error rate
0.63646,Experiment4Metamer_ResponseGroup2.m,1,9,2,11,20,q,1,,,,
0.87054,Experiment4Metamer_ResponseGroup2.m,1,10,2,20,19,p,0,,,,
1.1224,Experiment4Metamer_ResponseGroup2.m,1,16,2,13,19,p,0,,,,
1.0818,Experiment4Metamer_ResponseGroup2.m,2,2,1,11,20,q,0,,,,
0.84714,Experiment4Metamer_ResponseGroup2.m,1,1,1,19,19,p,0,,,,
1.1327,Experiment4Metamer_ResponseGroup2.m,2,4,2,11,20,q,0,,,,
1.0294,Experiment4Metamer_ResponseGroup2.m,2,10,2,12,20,q,0,,,,
0.87457,Experiment4Metamer_ResponseGroup2.m,1,8,1,2,19,p,0,,,,
1.2836,Experiment4Metamer_ResponseGroup2.m,2,9,2,3,20,q,0,,,,
1.1727,Experiment4Metamer_ResponseGroup2.m,2,10,1,12,20,q,0,,,,
0.91698,Experiment4Metamer_ResponseGroup2.m,2,9,2,8,20,q,0,,,,
1.1642,Experiment4Metamer_ResponseGroup2.m,1,8,1,20,19,p,0,,,,
1.0552,Experiment4Metamer_ResponseGroup2.m,2,13,1,15,20,q,0,,,,
1.1693,Experiment4Metamer_ResponseGroup2.m,1,3,2,14,19,p,0,,,,
0.94849,Experiment4Metamer_ResponseGroup2.m,2,20,2,11,20,q,0,,,,
1.1068,Experiment4Metamer_ResponseGroup2.m,2,2,2,20,20,q,0,,,,
1.7544,Experiment4Metamer_ResponseGroup2.m,1,7,2,2,19,p,0,,,,
1.4648,Experiment4Metamer_ResponseGroup2.m,2,8,2,6,20,q,0,,,,
0.70722,Experiment4Metamer_ResponseGroup2.m,1,12,2,12,19,p,0,,,,
1.1869,Experiment4Metamer_ResponseGroup2.m,2,12,2,11,20,q,0,,,,
0.95377,Experiment4Metamer_ResponseGroup2.m,2,20,2,4,20,q,0,,,,
0.8842,Experiment4Metamer_ResponseGroup2.m,1,7,2,14,19,p,0,,,,
0.71449,Experiment4Metamer_ResponseGroup2.m,1,19,2,8,19,p,0,,,,
0.73172,Experiment4Metamer_ResponseGroup2.m,1,16,1,7,19,p,0,,,,
0.74869,Experiment4Metamer_ResponseGroup2.m,1,12,1,15,19,p,0,,,,
0.77716,Experiment4Metamer_ResponseGroup2.m,2,10,1,20,20,q,0,,,,
0.90156,Experiment4Metamer_ResponseGroup2.m,1,16,1,11,19,p,0,,,,
0.63641,Experiment4Metamer_ResponseGroup2.m,2,10,1,11,20,q,0,,,,
1.199,Experiment4Metamer_ResponseGroup2.m,2,6,2,8,20,q,0,,,,
0.9096,Experiment4Metamer_ResponseGroup2.m,2,5,1,9,20,q,0,,,,
0.70537,Experiment4Metamer_ResponseGroup2.m,2,10,2,1,20,q,0,,,,
0.59665,Experiment4Metamer_ResponseGroup2.m,1,3,1,18,19,p,0,,,,
1.0013,Experiment4Metamer_ResponseGroup2.m,2,20,2,16,20,q,0,,,,
0.9869,Experiment4Metamer_ResponseGroup2.m,2,18,1,10,20,q,0,,,,
1.0406,Experiment4Metamer_ResponseGroup2.m,1,4,1,8,19,p,0,,,,
0.98929,Experiment4Metamer_ResponseGroup2.m,1,6,1,1,19,p,0,,,,
0.78154,Experiment4Metamer_ResponseGroup2.m,2,12,2,19,20,q,0,,,,
0.86019,Experiment4Metamer_ResponseGroup2.m,2,8,2,10,20,q,0,,,,
0.98216,Experiment4Metamer_ResponseGroup2.m,1,10,2,10,19,p,0,,,,
1.1615,Experiment4Metamer_ResponseGroup2.m,2,19,2,7,20,q,0,,,,
1.2711,Experiment4Metamer_ResponseGroup2.m,1,7,1,3,19,p,0,,,,
1.2929,Experiment4Metamer_ResponseGroup2.m,1,5,2,10,19,p,0,,,,
1.1141,Experiment4Metamer_ResponseGroup2.m,2,4,2,5,20,q,0,,,,
1.0879,Experiment4Metamer_ResponseGroup2.m,2,16,2,18,20,q,0,,,,
1.0544,Experiment4Metamer_ResponseGroup2.m,1,7,2,20,19,p,0,,,,
1.3807,Experiment4Metamer_ResponseGroup2.m,1,4,2,8,19,p,0,,,,
0.83944,Experiment4Metamer_ResponseGroup2.m,1,11,1,14,19,p,0,,,,
0.71456,Experiment4Metamer_ResponseGroup2.m,2,6,1,11,20,q,0,,,,
1.3913,Experiment4Metamer_ResponseGroup2.m,2,1,1,4,20,q,0,,,,
0.69613,Experiment4Metamer_ResponseGroup2.m,2,20,1,8,20,q,0,,,,
0.76565,Experiment4Metamer_ResponseGroup2.m,2,19,2,5,20,q,0,,,,
0.70267,Experiment4Metamer_ResponseGroup2.m,2,1,2,13,20,q,0,,,,
1.1164,Experiment4Metamer_ResponseGroup2.m,1,17,2,3,19,p,0,,,,
0.97977,Experiment4Metamer_ResponseGroup2.m,2,13,1,11,20,q,0,,,,
1.191,Experiment4Metamer_ResponseGroup2.m,2,11,1,18,20,q,0,,,,
0.94878,Experiment4Metamer_ResponseGroup2.m,1,8,1,8,19,p,0,,,,
0.60011,Experiment4Metamer_ResponseGroup2.m,2,19,1,10,20,q,0,,,,
0.81069,Experiment4Metamer_ResponseGroup2.m,1,8,1,7,19,p,0,,,,
0.823,Experiment4Metamer_ResponseGroup2.m,2,8,1,3,20,q,0,,,,
0.7658,Experiment4Metamer_ResponseGroup2.m,1,11,2,8,19,p,0,,,,
0.79743,Experiment4Metamer_ResponseGroup2.m,2,17,1,11,20,q,0,,,,
1.1052,Experiment4Metamer_ResponseGroup2.m,2,6,1,15,20,q,0,,,,
0.73151,Experiment4Metamer_ResponseGroup2.m,2,18,1,5,20,q,0,,,,
0.78771,Experiment4Metamer_ResponseGroup2.m,1,19,2,1,19,p,0,,,,
0.59126,Experiment4Metamer_ResponseGroup2.m,2,1,2,15,20,q,0,,,,
1.2551,Experiment4Metamer_ResponseGroup2.m,2,12,2,17,20,q,0,,,,
0.80789,Experiment4Metamer_ResponseGroup2.m,2,14,2,16,20,q,0,,,,
0.77805,Experiment4Metamer_ResponseGroup2.m,2,15,1,13,20,q,0,,,,
0.79517,Experiment4Metamer_ResponseGroup2.m,1,7,1,15,19,p,0,,,,
1.0583,Experiment4Metamer_ResponseGroup2.m,2,2,2,19,20,q,0,,,,
0.73691,Experiment4Metamer_ResponseGroup2.m,2,19,1,6,20,q,0,,,,
1.1937,Experiment4Metamer_ResponseGroup2.m,2,9,2,17,20,q,0,,,,
1.0609,Experiment4Metamer_ResponseGroup2.m,2,11,1,20,20,q,0,,,,
1.1017,Experiment4Metamer_ResponseGroup2.m,2,12,1,13,20,q,0,,,,
1.2496,Experiment4Metamer_ResponseGroup2.m,2,3,2,7,20,q,0,,,,
1.0854,Experiment4Metamer_ResponseGroup2.m,1,20,1,14,19,p,0,,,,
1.074,Experiment4Metamer_ResponseGroup2.m,1,15,2,1,19,p,0,,,,
0.8449,Experiment4Metamer_ResponseGroup2.m,2,1,2,4,20,q,0,,,,
0.75414,Experiment4Metamer_ResponseGroup2.m,2,1,1,2,20,q,0,,,,
1.2668,Experiment4Metamer_ResponseGroup2.m,2,8,2,12,20,q,0,,,,
0.7117,Experiment4Metamer_ResponseGroup2.m,2,5,1,14,20,q,0,,,,
0.70302,Experiment4Metamer_ResponseGroup2.m,2,10,2,15,20,q,0,,,,
0.65816,Experiment4Metamer_ResponseGroup2.m,2,19,1,19,20,q,0,,,,
0.67032,Experiment4Metamer_ResponseGroup2.m,1,10,2,15,19,p,0,,,,
0.94456,Experiment4Metamer_ResponseGroup2.m,2,17,1,19,20,q,0,,,,
1.0843,Experiment4Metamer_ResponseGroup2.m,1,14,1,13,19,p,0,,,,
0.87687,Experiment4Metamer_ResponseGroup2.m,2,3,2,1,20,q,0,,,,
0.7302,Experiment4Metamer_ResponseGroup2.m,1,15,2,9,19,p,0,,,,
0.64473,Experiment4Metamer_ResponseGroup2.m,1,15,2,18,19,p,0,,,,
1.1238,Experiment4Metamer_ResponseGroup2.m,2,13,2,7,20,q,0,,,,
1.0302,Experiment4Metamer_ResponseGroup2.m,1,2,1,5,19,p,0,,,,
1.1861,Experiment4Metamer_ResponseGroup2.m,1,4,1,7,19,p,0,,,,
0.88226,Experiment4Metamer_ResponseGroup2.m,2,17,1,20,20,q,0,,,,
1.6042,Experiment4Metamer_ResponseGroup2.m,2,9,1,1,20,q,0,,,,
0.85681,Experiment4Metamer_ResponseGroup2.m,2,9,2,5,20,q,0,,,,
0.92094,Experiment4Metamer_ResponseGroup2.m,2,6,1,5,20,q,0,,,,
0.90953,Experiment4Metamer_ResponseGroup2.m,1,7,1,16,19,p,0,,,,
0.78198,Experiment4Metamer_ResponseGroup2.m,2,16,2,12,20,q,0,,,,
1.8692,Experiment4Metamer_ResponseGroup2.m,1,16,1,5,19,p,0,,,,
0.68165,Experiment4Metamer_ResponseGroup2.m,2,2,1,6,20,q,0,,,,
0.86691,Experiment4Metamer_ResponseGroup2.m,2,13,2,10,20,q,0,,,,
0.84432,Experiment4Metamer_ResponseGroup2.m,1,18,2,10,19,p,0,,,,
0.63247,Experiment4Metamer_ResponseGroup2.m,2,20,1,19,20,q,0,,,,
0.62199,Experiment4Metamer_ResponseGroup2.m,1,19,2,3,19,p,0,,,,
1.1354,Experiment4Metamer_ResponseGroup2.m,1,9,1,18,19,p,0,,,,
1.0706,Experiment4Metamer_ResponseGroup2.m,2,13,1,14,20,q,0,,,,
0.67594,Experiment4Metamer_ResponseGroup2.m,1,10,1,15,19,p,0,,,,
0.92062,Experiment4Metamer_ResponseGroup2.m,2,13,1,7,20,q,0,,,,
1.3317,Experiment4Metamer_ResponseGroup2.m,2,16,2,15,20,q,0,,,,
1.2698,Experiment4Metamer_ResponseGroup2.m,1,19,1,4,19,p,0,,,,
0.90405,Experiment4Metamer_ResponseGroup2.m,1,11,2,18,19,p,0,,,,
1.5464,Experiment4Metamer_ResponseGroup2.m,1,1,2,10,19,p,0,,,,
0.76775,Experiment4Metamer_ResponseGroup2.m,1,18,1,9,19,p,0,,,,
0.79772,Experiment4Metamer_ResponseGroup2.m,2,16,2,8,20,q,0,,,,
0.75371,Experiment4Metamer_ResponseGroup2.m,2,10,1,13,20,q,0,,,,
0.6411,Experiment4Metamer_ResponseGroup2.m,1,20,2,6,19,p,0,,,,
1.3544,Experiment4Metamer_ResponseGroup2.m,1,13,1,10,19,p,0,,,,
1.0731,Experiment4Metamer_ResponseGroup2.m,2,12,2,6,20,q,0,,,,
0.7841,Experiment4Metamer_ResponseGroup2.m,1,19,1,11,19,p,0,,,,
1.0168,Experiment4Metamer_ResponseGroup2.m,1,8,1,8,19,p,0,,,,
1.1943,Experiment4Metamer_ResponseGroup2.m,1,8,2,20,19,p,0,,,,
1.3064,Experiment4Metamer_ResponseGroup2.m,2,11,2,15,20,q,0,,,,
0.92858,Experiment4Metamer_ResponseGroup2.m,1,17,1,10,19,p,0,,,,
1.0838,Experiment4Metamer_ResponseGroup2.m,2,8,1,13,20,q,0,,,,
1.1918,Experiment4Metamer_ResponseGroup2.m,1,2,2,11,19,p,0,,,,
0.70119,Experiment4Metamer_ResponseGroup2.m,2,4,2,14,20,q,0,,,,
1.184,Experiment4Metamer_ResponseGroup2.m,2,14,1,5,20,q,0,,,,
1.217,Experiment4Metamer_ResponseGroup2.m,1,15,1,3,19,p,0,,,,
0.76447,Experiment4Metamer_ResponseGroup2.m,1,19,2,5,19,p,0,,,,
0.74846,Experiment4Metamer_ResponseGroup2.m,2,10,1,11,20,q,0,,,,
1.9767,Experiment4Metamer_ResponseGroup2.m,1,14,1,11,19,p,0,,,,
0.91014,Experiment4Metamer_ResponseGroup2.m,2,8,1,2,20,q,0,,,,
1.1698,Experiment4Metamer_ResponseGroup2.m,1,12,1,16,19,p,0,,,,
1.0778,Experiment4Metamer_ResponseGroup2.m,2,1,1,17,20,q,0,,,,
0.62477,Experiment4Metamer_ResponseGroup2.m,2,1,2,16,20,q,0,,,,
0.74174,Experiment4Metamer_ResponseGroup2.m,2,5,1,18,20,q,0,,,,
0.72363,Experiment4Metamer_ResponseGroup2.m,2,8,2,13,20,q,0,,,,
0.99878,Experiment4Metamer_ResponseGroup2.m,1,20,1,8,19,p,0,,,,
1.1271,Experiment4Metamer_ResponseGroup2.m,1,15,1,20,19,p,0,,,,
0.75254,Experiment4Metamer_ResponseGroup2.m,1,10,2,20,19,p,0,,,,
0.90448,Experiment4Metamer_ResponseGroup2.m,2,14,1,5,20,q,0,,,,
0.72829,Experiment4Metamer_ResponseGroup2.m,1,15,1,14,19,p,0,,,,
0.79394,Experiment4Metamer_ResponseGroup2.m,1,12,1,4,19,p,0,,,,
0.93316,Experiment4Metamer_ResponseGroup2.m,1,8,2,10,19,p,0,,,,
0.78487,Experiment4Metamer_ResponseGroup2.m,2,18,1,19,20,q,0,,,,
1.1581,Experiment4Metamer_ResponseGroup2.m,2,15,2,16,20,q,0,,,,
0.86314,Experiment4Metamer_ResponseGroup2.m,2,15,1,2,20,q,0,,,,
1.1709,Experiment4Metamer_ResponseGroup2.m,2,14,2,17,20,q,0,,,,
0.93036,Experiment4Metamer_ResponseGroup2.m,2,9,2,2,20,q,0,,,,
1.0118,Experiment4Metamer_ResponseGroup2.m,1,18,2,15,19,p,0,,,,
1.3704,Experiment4Metamer_ResponseGroup2.m,2,8,2,2,20,q,0,,,,
0.67479,Experiment4Metamer_ResponseGroup2.m,2,8,2,3,20,q,0,,,,
1.0442,Experiment4Metamer_ResponseGroup2.m,1,14,2,17,19,p,0,,,,
0.86322,Experiment4Metamer_ResponseGroup2.m,1,6,2,1,19,p,0,,,,
0.80257,Experiment4Metamer_ResponseGroup2.m,1,11,2,16,19,p,0,,,,
1.0592,Experiment4Metamer_ResponseGroup2.m,1,9,1,20,19,p,0,,,,
0.60898,Experiment4Metamer_ResponseGroup2.m,1,16,2,10,19,p,0,,,,
0.93549,Experiment4Metamer_ResponseGroup2.m,1,10,1,2,19,p,0,,,,
0.64101,Experiment4Metamer_ResponseGroup2.m,2,5,2,17,20,q,0,,,,
0.7444,Experiment4Metamer_ResponseGroup2.m,2,6,2,18,20,q,0,,,,
1.2322,Experiment4Metamer_ResponseGroup2.m,1,16,2,11,19,p,0,,,,
0.57448,Experiment4Metamer_ResponseGroup2.m,1,3,1,20,19,p,0,,,,
0.79155,Experiment4Metamer_ResponseGroup2.m,2,4,2,11,20,q,0,,,,
0.92959,Experiment4Metamer_ResponseGroup2.m,2,8,1,7,20,q,0,,,,
0.65744,Experiment4Metamer_ResponseGroup2.m,1,20,2,2,19,p,0,,,,
0.98066,Experiment4Metamer_ResponseGroup2.m,2,7,2,2,20,q,0,,,,
0.66151,Experiment4Metamer_ResponseGroup2.m,1,20,2,5,19,p,0,,,,
0.77566,Experiment4Metamer_ResponseGroup2.m,2,1,2,12,20,q,0,,,,
0.9632,Experiment4Metamer_ResponseGroup2.m,2,12,1,14,20,q,0,,,,
1.2273,Experiment4Metamer_ResponseGroup2.m,1,5,2,9,19,p,0,,,,
0.91116,Experiment4Metamer_ResponseGroup2.m,1,4,1,19,19,p,0,,,,
1.265,Experiment4Metamer_ResponseGroup2.m,1,4,2,4,19,p,0,,,,
1.0144,Experiment4Metamer_ResponseGroup2.m,2,2,2,2,20,q,0,,,,
1.1168,Experiment4Metamer_ResponseGroup2.m,2,4,1,17,20,q,0,,,,
0.93233,Experiment4Metamer_ResponseGroup2.m,1,16,2,4,19,p,0,,,,
0.73213,Experiment4Metamer_ResponseGroup2.m,1,8,2,7,19,p,0,,,,
0.57498,Experiment4Metamer_ResponseGroup2.m,1,8,1,17,19,p,0,,,,
0.5453,Experiment4Metamer_ResponseGroup2.m,1,6,2,5,19,p,0,,,,
0.77768,Experiment4Metamer_ResponseGroup2.m,1,3,1,12,19,p,0,,,,
1.3764,Experiment4Metamer_ResponseGroup2.m,1,19,1,13,19,p,0,,,,
0.74064,Experiment4Metamer_ResponseGroup2.m,2,7,1,15,20,q,0,,,,
0.96946,Experiment4Metamer_ResponseGroup2.m,1,1,2,15,19,p,0,,,,
1.1739,Experiment4Metamer_ResponseGroup2.m,2,3,2,9,20,q,0,,,,
1.08,Experiment4Metamer_ResponseGroup2.m,1,10,1,8,19,p,0,,,,
0.99105,Experiment4Metamer_ResponseGroup2.m,1,9,2,4,19,p,0,,,,
0.81353,Experiment4Metamer_ResponseGroup2.m,1,1,1,10,19,p,0,,,,
0.74151,Experiment4Metamer_ResponseGroup2.m,2,6,2,14,20,q,0,,,,
0.97062,Experiment4Metamer_ResponseGroup2.m,2,17,1,9,20,q,0,,,,
0.94795,Experiment4Metamer_ResponseGroup2.m,2,5,1,19,20,q,0,,,,
0.98828,Experiment4Metamer_ResponseGroup2.m,1,19,1,2,19,p,0,,,,
1.4147,Experiment4Metamer_ResponseGroup2.m,1,5,1,15,19,p,0,,,,
0.79852,Experiment4Metamer_ResponseGroup2.m,2,13,1,12,20,q,0,,,,
1.1595,Experiment4Metamer_ResponseGroup2.m,2,19,2,11,20,q,0,,,,
0.63711,Experiment4Metamer_ResponseGroup2.m,1,19,1,12,19,p,0,,,,
0.79264,Experiment4Metamer_ResponseGroup2.m,1,4,1,9,19,p,0,,,,
1.2986,Experiment4Metamer_ResponseGroup2.m,1,4,1,15,19,p,0,,,,
0.66955,Experiment4Metamer_ResponseGroup2.m,2,17,2,18,20,q,0,,,,
0.9187,Experiment4Metamer_ResponseGroup2.m,2,14,1,9,20,q,0,,,,
1.9464,Experiment4Metamer_ResponseGroup2.m,1,8,1,5,19,p,0,,,,
0.63537,Experiment4Metamer_ResponseGroup2.m,1,1,1,7,19,p,0,,,,
0.83224,Experiment4Metamer_ResponseGroup2.m,2,14,2,16,20,q,0,,,,
0.81685,Experiment4Metamer_ResponseGroup2.m,1,14,2,11,19,p,0,,,,
1.4538,Experiment4Metamer_ResponseGroup2.m,2,9,2,11,20,q,0,,,,
1.1969,Experiment4Metamer_ResponseGroup2.m,2,11,1,10,20,q,0,,,,
0.77236,Experiment4Metamer_ResponseGroup2.m,2,13,1,1,20,q,0,,,,
0.809,Experiment4Metamer_ResponseGroup2.m,1,12,2,12,19,p,0,,,,
0.68006,Experiment4Metamer_ResponseGroup2.m,2,19,1,7,20,q,0,,,,
0.72009,Experiment4Metamer_ResponseGroup2.m,2,13,1,9,20,q,0,,,,
0.94329,Experiment4Metamer_ResponseGroup2.m,1,3,1,3,19,p,0,,,,
1.3044,Experiment4Metamer_ResponseGroup2.m,2,4,1,14,20,q,0,,,,
0.78446,Experiment4Metamer_ResponseGroup2.m,1,13,1,3,19,p,0,,,,
1.2522,Experiment4Metamer_ResponseGroup2.m,2,12,2,5,20,q,0,,,,
0.97441,Experiment4Metamer_ResponseGroup2.m,1,7,2,17,19,p,0,,,,
0.7384,Experiment4Metamer_ResponseGroup2.m,2,6,1,3,20,q,0,,,,
1.4834,Experiment4Metamer_ResponseGroup2.m,1,9,1,6,19,p,0,,,,
1.139,Experiment4Metamer_ResponseGroup2.m,2,4,2,1,20,q,0,,,,
0.76754,Experiment4Metamer_ResponseGroup2.m,2,4,1,16,20,q,0,,,,
0.75271,Experiment4Metamer_ResponseGroup2.m,1,12,2,15,19,p,0,,,,
1.4095,Experiment4Metamer_ResponseGroup2.m,1,4,2,11,19,p,0,,,,
1.4828,Experiment4Metamer_ResponseGroup2.m,1,11,2,17,19,p,0,,,,
0.86893,Experiment4Metamer_ResponseGroup2.m,1,1,1,4,19,p,0,,,,
1.2144,Experiment4Metamer_ResponseGroup2.m,1,11,2,2,19,p,0,,,,
0.87928,Experiment4Metamer_ResponseGroup2.m,1,15,1,12,19,p,0,,,,
0.55923,Experiment4Metamer_ResponseGroup2.m,1,5,1,2,19,p,0,,,,
0.61485,Experiment4Metamer_ResponseGroup2.m,1,4,1,18,19,p,0,,,,
0.80965,Experiment4Metamer_ResponseGroup2.m,1,17,2,1,19,p,0,,,,
0.78891,Experiment4Metamer_ResponseGroup2.m,2,7,1,3,20,q,0,,,,
0.94039,Experiment4Metamer_ResponseGroup2.m,2,4,2,18,20,q,0,,,,
0.71807,Experiment4Metamer_ResponseGroup2.m,1,6,2,12,19,p,0,,,,
0.7775,Experiment4Metamer_ResponseGroup2.m,2,18,1,5,20,q,0,,,,
1.049,Experiment4Metamer_ResponseGroup2.m,1,4,2,7,19,p,0,,,,
0.82176,Experiment4Metamer_ResponseGroup2.m,1,13,2,3,19,p,0,,,,
0.93306,Experiment4Metamer_ResponseGroup2.m,2,18,1,10,20,q,0,,,,
1.0615,Experiment4Metamer_ResponseGroup2.m,1,17,1,15,19,p,0,,,,
0.78175,Experiment4Metamer_ResponseGroup2.m,1,6,2,16,19,p,0,,,,
0.75413,Experiment4Metamer_ResponseGroup2.m,2,18,1,5,20,q,0,,,,
1.3124,Experiment4Metamer_ResponseGroup2.m,2,19,2,7,20,q,0,,,,
0.0063805,Experiment4Metamer_ResponseGroup2.m,2,1,1,17,20,q,0,,,,
0.98677,Experiment4Metamer_ResponseGroup2.m,2,8,2,9,20,q,0,,,,
0.67761,Experiment4Metamer_ResponseGroup2.m,1,5,1,11,19,p,0,,,,
1.1575,Experiment4Metamer_ResponseGroup2.m,2,20,2,18,20,q,0,,,,
0.75419,Experiment4Metamer_ResponseGroup2.m,2,10,2,1,20,q,0,,,,
0.75237,Experiment4Metamer_ResponseGroup2.m,1,13,1,9,19,p,0,,,,
0.84004,Experiment4Metamer_ResponseGroup2.m,2,17,2,19,20,q,0,,,,
0.62577,Experiment4Metamer_ResponseGroup2.m,2,19,2,19,20,q,0,,,,
0.6659,Experiment4Metamer_ResponseGroup2.m,2,7,1,13,20,q,0,,,,
1.7475,Experiment4Metamer_ResponseGroup2.m,2,3,1,18,20,q,0,,,,
0.64252,Experiment4Metamer_ResponseGroup2.m,1,5,1,6,19,p,0,,,,
1.0043,Experiment4Metamer_ResponseGroup2.m,1,9,2,18,19,p,0,,,,
0.61555,Experiment4Metamer_ResponseGroup2.m,2,5,1,15,20,q,0,,,,
1.522,Experiment4Metamer_ResponseGroup2.m,2,9,2,11,20,q,0,,,,
0.71541,Experiment4Metamer_ResponseGroup2.m,2,10,1,14,20,q,0,,,,
1.134,Experiment4Metamer_ResponseGroup2.m,2,19,2,2,20,q,0,,,,
1.2301,Experiment4Metamer_ResponseGroup2.m,2,2,1,17,20,q,0,,,,
1.046,Experiment4Metamer_ResponseGroup2.m,1,14,1,3,19,p,0,,,,
1.589,Experiment4Metamer_ResponseGroup2.m,1,7,2,6,19,p,0,,,,
1.622,Experiment4Metamer_ResponseGroup2.m,2,4,2,1,20,q,0,,,,
1.6945,Experiment4Metamer_ResponseGroup2.m,1,5,1,7,19,p,0,,,,
1.0148,Experiment4Metamer_ResponseGroup2.m,2,4,1,15,20,q,0,,,,
