RT,expName,currWordCategory,currWordNumber,currImageCategory,currImageNumber,pressedKeyNum,pressedKeyName,error,currTrial,fileName,sid,CongruentOrNot,errorCount,trimData,outlier,
866.1858,Experiment4Metamer_ResponseGroup1.m,2,20,1,2,19,p,0,155,Data_17_1_20141027T120440.mat,8,2,0,866.1858,0,
719.6699,Experiment4Metamer_ResponseGroup1.m,2,12,2,13,19,p,0,158,Data_17_1_20141027T120440.mat,8,1,0,719.6699,0,
769.5862,Experiment4Metamer_ResponseGroup1.m,1,10,2,18,20,q,0,159,Data_17_1_20141027T120440.mat,8,2,0,769.5862,0,
672.2654,Experiment4Metamer_ResponseGroup1.m,2,11,2,9,19,p,0,160,Data_17_1_20141027T120440.mat,8,1,0,672.2654,0,
628.1026,Experiment4Metamer_ResponseGroup1.m,2,13,1,1,19,p,0,161,Data_17_1_20141027T120440.mat,8,2,0,628.1026,0,
919.2754,Experiment4Metamer_ResponseGroup1.m,2,14,1,17,19,p,0,162,Data_17_1_20141027T120440.mat,8,2,0,919.2754,0,
533.7779,Experiment4Metamer_ResponseGroup1.m,2,10,2,16,19,p,0,165,Data_17_1_20141027T120440.mat,8,1,0,533.7779,0,
689.1014,Experiment4Metamer_ResponseGroup1.m,1,20,1,20,20,q,0,166,Data_17_1_20141027T120440.mat,8,1,0,689.1014,0,
582.3627,Experiment4Metamer_ResponseGroup1.m,2,2,1,18,19,p,0,168,Data_17_1_20141027T120440.mat,8,2,0,582.3627,0,
700.3035,Experiment4Metamer_ResponseGroup1.m,1,14,1,16,20,q,0,170,Data_17_1_20141027T120440.mat,8,1,0,700.3035,0,
520.3972,Experiment4Metamer_ResponseGroup1.m,2,12,1,5,19,p,0,171,Data_17_1_20141027T120440.mat,8,2,0,520.3972,0,
311.7476,Experiment4Metamer_ResponseGroup1.m,1,20,1,19,20,q,0,175,Data_17_1_20141027T120440.mat,8,1,0,311.7476,0,
716.9709,Experiment4Metamer_ResponseGroup1.m,1,8,2,7,20,q,0,176,Data_17_1_20141027T120440.mat,8,2,0,716.9709,0,
671.6092,Experiment4Metamer_ResponseGroup1.m,2,15,1,16,19,p,0,177,Data_17_1_20141027T120440.mat,8,2,0,671.6092,0,
677.7615,Experiment4Metamer_ResponseGroup1.m,2,10,1,18,19,p,0,178,Data_17_1_20141027T120440.mat,8,2,0,677.7615,0,
443.8016,Experiment4Metamer_ResponseGroup1.m,1,9,2,1,20,q,0,179,Data_17_1_20141027T120440.mat,8,2,0,443.8016,0,
528.0076,Experiment4Metamer_ResponseGroup1.m,2,12,2,7,19,p,0,180,Data_17_1_20141027T120440.mat,8,1,0,528.0076,0,
761.9632,Experiment4Metamer_ResponseGroup1.m,2,11,1,6,19,p,0,182,Data_17_1_20141027T120440.mat,8,2,0,761.9632,0,
683.1251,Experiment4Metamer_ResponseGroup1.m,2,3,1,16,19,p,0,183,Data_17_1_20141027T120440.mat,8,2,0,683.1251,0,
537.4062,Experiment4Metamer_ResponseGroup1.m,2,6,2,6,19,p,0,184,Data_17_1_20141027T120440.mat,8,1,0,537.4062,0,
498.4072,Experiment4Metamer_ResponseGroup1.m,2,9,2,18,19,p,0,185,Data_17_1_20141027T120440.mat,8,1,0,498.4072,0,
890.2156,Experiment4Metamer_ResponseGroup1.m,2,9,1,20,19,p,0,187,Data_17_1_20141027T120440.mat,8,2,0,890.2156,0,
884.4004,Experiment4Metamer_ResponseGroup1.m,2,15,1,13,19,p,0,188,Data_17_1_20141027T120440.mat,8,2,0,884.4004,0,
666.8618,Experiment4Metamer_ResponseGroup1.m,1,4,1,9,20,q,0,189,Data_17_1_20141027T120440.mat,8,1,0,666.8618,0,
568.1489,Experiment4Metamer_ResponseGroup1.m,2,1,1,2,19,p,0,190,Data_17_1_20141027T120440.mat,8,2,0,568.1489,0,
823.7028,Experiment4Metamer_ResponseGroup1.m,1,15,2,7,20,q,0,191,Data_17_1_20141027T120440.mat,8,2,0,823.7028,0,
774.1518,Experiment4Metamer_ResponseGroup1.m,1,1,2,2,20,q,0,192,Data_17_1_20141027T120440.mat,8,2,0,774.1518,0,
701.7412,Experiment4Metamer_ResponseGroup1.m,1,20,2,19,20,q,0,193,Data_17_1_20141027T120440.mat,8,2,0,701.7412,0,
1055.6664,Experiment4Metamer_ResponseGroup1.m,1,7,2,10,20,q,0,194,Data_17_1_20141027T120440.mat,8,2,0,1055.6664,0,
414.3924,Experiment4Metamer_ResponseGroup1.m,1,12,1,16,20,q,0,195,Data_17_1_20141027T120440.mat,8,1,0,414.3924,0,
1180.945,Experiment4Metamer_ResponseGroup1.m,2,13,1,3,19,p,0,196,Data_17_1_20141027T120440.mat,8,2,0,1180.945,0,
854.4016,Experiment4Metamer_ResponseGroup1.m,1,5,1,6,20,q,0,197,Data_17_1_20141027T120440.mat,8,1,0,854.4016,0,
677.0211,Experiment4Metamer_ResponseGroup1.m,1,11,1,20,20,q,0,198,Data_17_1_20141027T120440.mat,8,1,0,677.0211,0,
798.0383,Experiment4Metamer_ResponseGroup1.m,2,10,1,13,19,p,0,199,Data_17_1_20141027T120440.mat,8,2,0,798.0383,0,
677.287,Experiment4Metamer_ResponseGroup1.m,2,3,1,8,19,p,0,200,Data_17_1_20141027T120440.mat,8,2,0,677.287,0,
779.2977,Experiment4Metamer_ResponseGroup1.m,2,16,1,9,19,p,0,201,Data_17_1_20141027T120440.mat,8,2,0,779.2977,0,
687.9679,Experiment4Metamer_ResponseGroup1.m,2,15,2,6,19,p,0,203,Data_17_1_20141027T120440.mat,8,1,0,687.9679,0,
843.8518,Experiment4Metamer_ResponseGroup1.m,1,17,1,20,20,q,0,204,Data_17_1_20141027T120440.mat,8,1,0,843.8518,0,
727.3231,Experiment4Metamer_ResponseGroup1.m,1,18,1,10,20,q,0,205,Data_17_1_20141027T120440.mat,8,1,0,727.3231,0,
868.6651,Experiment4Metamer_ResponseGroup1.m,1,13,1,7,20,q,0,206,Data_17_1_20141027T120440.mat,8,1,0,868.6651,0,
1096.3729,Experiment4Metamer_ResponseGroup1.m,1,13,2,8,20,q,0,207,Data_17_1_20141027T120440.mat,8,2,0,1096.3729,0,
888.6811,Experiment4Metamer_ResponseGroup1.m,1,5,1,20,20,q,0,208,Data_17_1_20141027T120440.mat,8,1,0,888.6811,0,
717.1008,Experiment4Metamer_ResponseGroup1.m,1,7,2,3,20,q,0,209,Data_17_1_20141027T120440.mat,8,2,0,717.1008,0,
817.0556,Experiment4Metamer_ResponseGroup1.m,1,6,2,15,20,q,0,210,Data_17_1_20141027T120440.mat,8,2,0,817.0556,0,
470.0968,Experiment4Metamer_ResponseGroup1.m,1,20,2,5,20,q,0,211,Data_17_1_20141027T120440.mat,8,2,0,470.0968,0,
867.9352,Experiment4Metamer_ResponseGroup1.m,1,16,2,4,20,q,0,212,Data_17_1_20141027T120440.mat,8,2,0,867.9352,0,
925.0024,Experiment4Metamer_ResponseGroup1.m,1,1,1,20,20,q,0,213,Data_17_1_20141027T120440.mat,8,1,0,925.0024,0,
600.873,Experiment4Metamer_ResponseGroup1.m,1,15,2,10,20,q,0,214,Data_17_1_20141027T120440.mat,8,2,0,600.873,0,
814.3828,Experiment4Metamer_ResponseGroup1.m,2,20,2,7,19,p,0,215,Data_17_1_20141027T120440.mat,8,1,0,814.3828,0,
985.4612,Experiment4Metamer_ResponseGroup1.m,1,15,2,20,20,q,0,217,Data_17_1_20141027T120440.mat,8,2,0,985.4612,0,
882.2445,Experiment4Metamer_ResponseGroup1.m,2,3,1,5,19,p,0,218,Data_17_1_20141027T120440.mat,8,2,0,882.2445,0,
1230.1778,Experiment4Metamer_ResponseGroup1.m,1,12,1,15,20,q,0,219,Data_17_1_20141027T120440.mat,8,1,0,1230.1778,0,
782.7399,Experiment4Metamer_ResponseGroup1.m,2,19,1,17,19,p,0,221,Data_17_1_20141027T120440.mat,8,2,0,782.7399,0,
1106.7811,Experiment4Metamer_ResponseGroup1.m,1,12,1,16,20,q,0,223,Data_17_1_20141027T120440.mat,8,1,0,1106.7811,0,
686.2558,Experiment4Metamer_ResponseGroup1.m,2,17,1,19,19,p,0,224,Data_17_1_20141027T120440.mat,8,2,0,686.2558,0,
545.8022,Experiment4Metamer_ResponseGroup1.m,2,9,2,16,19,p,0,227,Data_17_1_20141027T120440.mat,8,1,0,545.8022,0,
461.3959,Experiment4Metamer_ResponseGroup1.m,2,7,2,5,19,p,0,232,Data_17_1_20141027T120440.mat,8,1,0,461.3959,0,
388.5826,Experiment4Metamer_ResponseGroup1.m,2,8,1,7,19,p,0,233,Data_17_1_20141027T120440.mat,8,2,0,388.5826,0,
594.6366,Experiment4Metamer_ResponseGroup1.m,2,13,2,20,19,p,0,235,Data_17_1_20141027T120440.mat,8,1,0,594.6366,0,
907.1684,Experiment4Metamer_ResponseGroup1.m,1,9,1,1,20,q,0,244,Data_17_1_20141027T120440.mat,8,1,0,907.1684,0,
464.708,Experiment4Metamer_ResponseGroup1.m,1,15,1,1,20,q,0,245,Data_17_1_20141027T120440.mat,8,1,0,464.708,0,
640.3859,Experiment4Metamer_ResponseGroup1.m,2,4,1,7,19,p,0,247,Data_17_1_20141027T120440.mat,8,2,0,640.3859,0,
600.1024,Experiment4Metamer_ResponseGroup1.m,1,1,1,15,20,q,0,248,Data_17_1_20141027T120440.mat,8,1,0,600.1024,0,
1140.5283,Experiment4Metamer_ResponseGroup1.m,2,2,1,18,19,p,0,249,Data_17_1_20141027T120440.mat,8,2,0,1140.5283,0,
699.9997,Experiment4Metamer_ResponseGroup1.m,1,17,2,2,20,q,0,251,Data_17_1_20141027T120440.mat,8,2,0,699.9997,0,
698.3841,Experiment4Metamer_ResponseGroup1.m,1,20,1,2,20,q,0,252,Data_17_1_20141027T120440.mat,8,1,0,698.3841,0,
602.8707,Experiment4Metamer_ResponseGroup1.m,2,14,2,12,19,p,0,253,Data_17_1_20141027T120440.mat,8,1,0,602.8707,0,
600.2793,Experiment4Metamer_ResponseGroup1.m,1,5,2,17,20,q,0,254,Data_17_1_20141027T120440.mat,8,2,0,600.2793,0,
488.7577,Experiment4Metamer_ResponseGroup1.m,1,9,2,7,20,q,0,257,Data_17_1_20141027T120440.mat,8,2,0,488.7577,0,
595.1661,Experiment4Metamer_ResponseGroup1.m,1,19,2,4,20,q,0,258,Data_17_1_20141027T120440.mat,8,2,0,595.1661,0,
703.4739,Experiment4Metamer_ResponseGroup1.m,1,4,1,18,20,q,0,259,Data_17_1_20141027T120440.mat,8,1,0,703.4739,0,
661.1756,Experiment4Metamer_ResponseGroup1.m,1,13,1,8,20,q,0,263,Data_17_1_20141027T120440.mat,8,1,0,661.1756,0,
492.0519,Experiment4Metamer_ResponseGroup1.m,1,16,2,1,20,q,0,266,Data_17_1_20141027T120440.mat,8,2,0,492.0519,0,
743.3472,Experiment4Metamer_ResponseGroup1.m,2,10,1,20,19,p,0,306,Data_17_1_20141027T120440.mat,8,2,0,743.3472,0,
381.1752,Experiment4Metamer_ResponseGroup1.m,1,3,2,6,20,q,0,335,Data_17_1_20141027T120440.mat,8,2,0,381.1752,0,
585.1001,Experiment4Metamer_ResponseGroup1.m,1,3,2,4,20,q,0,339,Data_17_1_20141027T120440.mat,8,2,0,585.1001,0,
460.3312,Experiment4Metamer_ResponseGroup1.m,1,6,2,14,20,q,0,345,Data_17_1_20141027T120440.mat,8,2,0,460.3312,0,
598.9105,Experiment4Metamer_ResponseGroup1.m,2,5,2,15,19,p,0,365,Data_17_1_20141027T120440.mat,8,1,0,598.9105,0,
548.6331,Experiment4Metamer_ResponseGroup1.m,2,16,2,15,19,p,0,371,Data_17_1_20141027T120440.mat,8,1,0,548.6331,0,
676.6185,Experiment4Metamer_ResponseGroup1.m,2,11,2,19,19,p,0,373,Data_17_1_20141027T120440.mat,8,1,0,676.6185,0,
550.2411,Experiment4Metamer_ResponseGroup1.m,2,3,2,2,19,p,0,375,Data_17_1_20141027T120440.mat,8,1,0,550.2411,0,
952.6095,Experiment4Metamer_ResponseGroup1.m,2,12,2,6,19,p,0,388,Data_17_1_20141027T120440.mat,8,1,0,952.6095,0,
541.5584,Experiment4Metamer_ResponseGroup1.m,1,12,2,4,20,q,0,443,Data_17_1_20141027T120440.mat,8,2,0,541.5584,0,
698.729,Experiment4Metamer_ResponseGroup1.m,1,4,1,1,20,q,0,450,Data_17_1_20141027T120440.mat,8,1,0,698.729,0,
438.4345,Experiment4Metamer_ResponseGroup1.m,1,8,2,2,20,q,0,468,Data_17_1_20141027T120440.mat,8,2,0,438.4345,0,
336.2276,Experiment4Metamer_ResponseGroup1.m,1,10,2,8,20,q,0,479,Data_17_1_20141027T120440.mat,8,2,0,336.2276,0,
576.2998,Experiment4Metamer_ResponseGroup1.m,1,14,2,11,20,q,0,492,Data_17_1_20141027T120440.mat,8,2,0,576.2998,0,
307.0931,Experiment4Metamer_ResponseGroup1.m,1,18,1,16,20,q,0,496,Data_17_1_20141027T120440.mat,8,1,0,307.0931,0,
349.3775,Experiment4Metamer_ResponseGroup1.m,1,16,1,13,20,q,0,498,Data_17_1_20141027T120440.mat,8,1,0,349.3775,0,
348.5114,Experiment4Metamer_ResponseGroup1.m,1,8,2,13,20,q,0,571,Data_17_1_20141027T120440.mat,8,2,0,348.5114,0,
623.502,Experiment4Metamer_ResponseGroup1.m,1,20,2,18,20,q,0,584,Data_17_1_20141027T120440.mat,8,2,0,623.502,0,
918.5505,Experiment4Metamer_ResponseGroup1.m,2,11,1,18,19,p,0,594,Data_17_1_20141027T120440.mat,8,2,0,918.5505,0,
725.8588,Experiment4Metamer_ResponseGroup1.m,1,2,1,5,20,q,0,599,Data_17_1_20141027T120440.mat,8,1,0,725.8588,0,
377.8282,Experiment4Metamer_ResponseGroup1.m,1,16,2,11,20,q,0,630,Data_17_1_20141027T120440.mat,8,2,0,377.8282,0,
